# Program:featureCounts v2.0.1; Command:"featureCounts" "../U16_2.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "U16_2.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../U16_2.bam
random3173	HD2_scaffold_5	3967315	3970676	+	3362	1156
random3174	HD2_scaffold_5	1250809	1255265	+	4457	1566
random3175	HD2_scaffold_5	4600384	4604557	+	4174	1494
random3176	HD2_scaffold_7	8606670	8613176	+	6507	2252
random3177	HD2_scaffold_2	13345667	13354856	+	9190	2997
random3178	HD2_scaffold_7	1795684	1803387	+	7704	2382
random3179	HD2_scaffold_3	347133	353034	+	5902	1767
random3180	HD2_scaffold_4	1993161	1997516	+	4356	1466
random3181	HD2_scaffold_6	7453492	7458188	+	4697	1536
random3182	HD2_scaffold_1	15605870	15609704	+	3835	1212
random3183	HD2_scaffold_11	4122023	4127009	+	4987	1690
random3184	HD2_scaffold_1	2028661	2033856	+	5196	1670
random3185	HD2_scaffold_4	8447137	8455052	+	7916	2598
random3186	HD2_scaffold_7	5019980	5023136	+	3157	1050
random3187	HD2_scaffold_4	6016671	6021038	+	4368	1508
random3188	HD2_scaffold_1	9250773	9256121	+	5349	1827
random3189	HD2_scaffold_1	10834366	10844379	+	10014	3238
random3190	HD2_scaffold_185	9979	13686	+	3708	692
random3191	HD2_scaffold_5	5567476	5572089	+	4614	1667
random3192	HD2_scaffold_11	574646	578355	+	3710	1251
random3193	HD2_scaffold_8	1489824	1494841	+	5018	1563
random3194	HD2_scaffold_9	7329527	7333190	+	3664	1302
random3195	HD2_scaffold_7	8706298	8710035	+	3738	1328
random3196	HD2_scaffold_2	2461013	2466799	+	5787	1622
random3197	HD2_scaffold_5	6379154	6384418	+	5265	1908
random3198	HD2_scaffold_5	6994043	6998151	+	4109	1491
random3199	HD2_scaffold_2	4660787	4664945	+	4159	1192
random3200	HD2_scaffold_1	5893428	5897605	+	4178	1446
random3201	HD2_scaffold_2	16202766	16205774	+	3009	1048
random3202	HD2_scaffold_2	5278914	5283744	+	4831	1677
random3203	HD2_scaffold_7	1012735	1016898	+	4164	1300
random3204	HD2_scaffold_8	6216102	6225774	+	9673	3308
random3205	HD2_scaffold_6	872368	876807	+	4440	1431
random3206	HD2_scaffold_5	8964714	8972666	+	7953	2726
random3207	HD2_scaffold_6	11377279	11379329	+	2051	766
random3208	HD2_scaffold_9	7799488	7803701	+	4214	1469
random3209	HD2_scaffold_152	15455	21211	+	5757	1579
random3210	HD2_scaffold_6	10063345	10066838	+	3494	1161
random3211	HD2_scaffold_8	3314928	3332819	+	17892	5981
random3212	HD2_scaffold_8	228538	243308	+	14771	4475
random3213	HD2_scaffold_2	16349746	16353864	+	4119	1353
random3214	HD2_scaffold_4	5775741	5779742	+	4002	1342
random3215	HD2_scaffold_4	6971221	6975291	+	4071	1435
random3216	HD2_scaffold_9	11630613	11644325	+	13713	5505
random3217	HD2_scaffold_3	7763005	7767507	+	4503	1568
random3218	HD2_scaffold_8	6283036	6291101	+	8066	2717
random3219	HD2_scaffold_3	11696544	11710480	+	13937	4199
random3220	HD2_scaffold_8	10619313	10629773	+	10461	3491
random3221	HD2_scaffold_2	15830711	15832247	+	1537	562
random3222	HD2_scaffold_2	13155956	13162819	+	6864	2206
random3223	HD2_scaffold_3	11923672	11931027	+	7356	2271
random3224	HD2_scaffold_10	7615686	7626011	+	10326	3416
random3225	HD2_scaffold_50	29540	37269	+	7730	7732
random3226	HD2_scaffold_11	4989430	4995348	+	5919	1614
random3227	HD2_scaffold_1	9167488	9172183	+	4696	1658
random3228	HD2_scaffold_2	5536455	5540576	+	4122	1382
random3229	HD2_scaffold_10	7616719	7620080	+	3362	1137
random3230	HD2_scaffold_7	3713500	3717956	+	4457	1431
random3231	HD2_scaffold_2	6477817	6481990	+	4174	1293
random3232	HD2_scaffold_8	6697576	6704082	+	6507	2309
random3233	HD2_scaffold_3	5836856	5846045	+	9190	2978
random3234	HD2_scaffold_5	11647796	11655499	+	7704	2662
random3235	HD2_scaffold_11	510216	516117	+	5902	1884
random3236	HD2_scaffold_1	25547747	25552102	+	4356	1231
random3237	HD2_scaffold_1	16579551	16584247	+	4697	1536
random3238	HD2_scaffold_6	5092102	5095936	+	3835	1410
random3239	HD2_scaffold_3	10656856	10661842	+	4987	1602
random3240	HD2_scaffold_5	11363888	11369083	+	5196	1648
random3241	HD2_scaffold_1	22045473	22053388	+	7916	2531
random3242	HD2_scaffold_7	3685234	3688390	+	3157	1145
random3243	HD2_scaffold_11	2410380	2414747	+	4368	1417
random3244	HD2_scaffold_2	11692774	11698122	+	5349	1708
random3245	HD2_scaffold_6	7511950	7521963	+	10014	3369
random3246	HD2_scaffold_1	21033038	21036745	+	3708	1271
random3247	HD2_scaffold_8	2787371	2791984	+	4614	1601
random3248	HD2_scaffold_8	8733951	8737660	+	3710	1268
random3249	HD2_scaffold_2	5031272	5036289	+	5018	1716
random3250	HD2_scaffold_7	10164975	10168638	+	3664	1265
random3251	HD2_scaffold_162	7495	11232	+	3738	216
random3252	HD2_scaffold_9	12035167	12040953	+	5787	1841
random3253	HD2_scaffold_5	502585	507849	+	5265	1983
random3254	HD2_scaffold_1	4632737	4636845	+	4109	1195
random3255	HD2_scaffold_1	519731	523889	+	4159	1055
random3256	HD2_scaffold_6	10177121	10181298	+	4178	1421
random3257	HD2_scaffold_1	14789603	14792611	+	3009	1092
random3258	HD2_scaffold_12	2247835	2252665	+	4831	1505
random3259	HD2_scaffold_10	6074699	6078862	+	4164	1423
random3260	HD2_scaffold_2	1922655	1932327	+	9673	2796
random3261	HD2_scaffold_1	17121601	17126040	+	4440	1486
random3262	HD2_scaffold_3	18834418	18842370	+	7953	2686
random3263	HD2_scaffold_4	9871889	9873939	+	2051	741
random3264	HD2_scaffold_2	19154792	19159005	+	4214	1437
random3265	HD2_scaffold_10	9609543	9615299	+	5757	1949
random3266	HD2_scaffold_9	9775568	9779061	+	3494	1139
random3267	HD2_scaffold_49	8163	26054	+	17892	3341
random3268	HD2_scaffold_8	7411061	7425831	+	14771	4516
random3269	HD2_scaffold_12	2264980	2269098	+	4119	1414
random3270	HD2_scaffold_11	2631762	2635763	+	4002	1288
random3271	HD2_scaffold_3	756391	760461	+	4071	1415
random3272	HD2_scaffold_1	9057196	9070908	+	13713	4535
random3273	HD2_scaffold_1	22051384	22055886	+	4503	1468
random3274	HD2_scaffold_6	13992672	14000737	+	8066	2658
random3275	HD2_scaffold_9	461629	475565	+	13937	4707
random3276	HD2_scaffold_6	4390995	4401455	+	10461	3462
random3277	HD2_scaffold_8	7940516	7942052	+	1537	506
random3278	HD2_scaffold_11	23228	30091	+	6864	1563
random3279	HD2_scaffold_2	16426279	16433634	+	7356	2327
random3280	HD2_scaffold_2	13540433	13550758	+	10326	3361
random3281	HD2_scaffold_6	8580654	8588383	+	7730	2554
random3282	HD2_scaffold_4	6043667	6049585	+	5919	1877
random3283	HD2_scaffold_3	14174758	14179453	+	4696	1600
random3284	HD2_scaffold_195	10260	14381	+	4122	661
random3285	HD2_scaffold_1	20544285	20547646	+	3362	1179
random3286	HD2_scaffold_4	940093	944549	+	4457	1155
random3287	HD2_scaffold_10	5035808	5039981	+	4174	1408
random3288	HD2_scaffold_12	3759315	3765821	+	6507	2220
random3289	HD2_scaffold_3	10592226	10601415	+	9190	2892
random3290	HD2_scaffold_9	2155501	2163204	+	7704	2670
random3291	HD2_scaffold_9	1124419	1130320	+	5902	2120
random3292	HD2_scaffold_3	13739474	13743829	+	4356	1547
random3293	HD2_scaffold_11	1764011	1768707	+	4697	1571
random3294	HD2_scaffold_3	8650917	8654751	+	3835	1329
random3295	HD2_scaffold_12	4724045	4729031	+	4987	1669
random3296	HD2_scaffold_8	6480646	6485841	+	5196	1869
random3297	HD2_scaffold_5	7826323	7834238	+	7916	2737
random3298	HD2_scaffold_5	15162778	15165934	+	3157	323
random3299	HD2_scaffold_1	4398771	4403138	+	4368	1942
random3300	HD2_scaffold_5	7720409	7725757	+	5349	1797
random3301	HD2_scaffold_2	8240418	8250431	+	10014	3182
random3302	HD2_scaffold_3	1781535	1785242	+	3708	1333
random3303	HD2_scaffold_10	7863161	7867774	+	4614	1624
random3304	HD2_scaffold_3	8962455	8966164	+	3710	1251
random3305	HD2_scaffold_2	6214142	6219159	+	5018	1686
random3306	HD2_scaffold_1	15823898	15827561	+	3664	1196
random3307	HD2_scaffold_7	5498166	5501903	+	3738	1368
random3308	HD2_scaffold_1	3314963	3320749	+	5787	1834
random3309	HD2_scaffold_9	1370592	1375856	+	5265	1875
random3310	HD2_scaffold_3	8784409	8788517	+	4109	1425
random3311	HD2_scaffold_3	20399251	20403409	+	4159	1182
random3312	HD2_scaffold_8	5621019	5625196	+	4178	1408
random3313	HD2_scaffold_7	11083073	11086081	+	3009	1094
random3314	HD2_scaffold_4	9114133	9118963	+	4831	1510
random3315	HD2_scaffold_1	10395144	10399307	+	4164	1478
random3316	HD2_scaffold_8	165664	175336	+	9673	3591
random3317	HD2_scaffold_12	4144092	4148531	+	4440	1465
random3318	HD2_scaffold_6	3597679	3605631	+	7953	2774
random3319	HD2_scaffold_141	6213	8263	+	2051	631
random3320	HD2_scaffold_8	9435740	9439953	+	4214	1337
random3321	HD2_scaffold_7	7491197	7496953	+	5757	2046
random3322	HD2_scaffold_7	11896396	11899889	+	3494	1272
random3323	HD2_scaffold_12	5655051	5672942	+	17892	5025
random3324	HD2_scaffold_4	4950923	4965693	+	14771	6596
random3325	HD2_scaffold_4	2848744	2852862	+	4119	1442
random3326	HD2_scaffold_1	2876075	2880076	+	4002	1080
random3327	HD2_scaffold_8	11151317	11155387	+	4071	1338
random3328	HD2_scaffold_5	7019116	7032828	+	13713	4590
random3329	HD2_scaffold_2	8083470	8087972	+	4503	1462
random3330	HD2_scaffold_5	5920752	5928817	+	8066	2757
random3331	HD2_scaffold_8	3067390	3081326	+	13937	4408
random3332	HD2_scaffold_12	608790	619250	+	10461	3347
random3333	HD2_scaffold_4	1412362	1413898	+	1537	461
random3334	HD2_scaffold_8	1296829	1303692	+	6864	2252
random3335	HD2_scaffold_11	61423	68778	+	7356	2164
random3336	HD2_scaffold_6	11949960	11960285	+	10326	3486
random3337	HD2_scaffold_7	1118221	1125950	+	7730	2255
random3338	HD2_scaffold_11	709300	715218	+	5919	2075
random3339	HD2_scaffold_8	1312422	1317117	+	4696	1499
random3340	HD2_scaffold_6	12005307	12009428	+	4122	1310
random3341	HD2_scaffold_5	13671758	13675119	+	3362	1139
random3342	HD2_scaffold_1	28179285	28183741	+	4457	996
random3343	HD2_scaffold_7	7514802	7518975	+	4174	1298
random3344	HD2_scaffold_1	14494829	14501335	+	6507	2229
random3345	HD2_scaffold_12	2789356	2798545	+	9190	3086
random3346	HD2_scaffold_7	5976508	5984211	+	7704	2538
random3347	HD2_scaffold_10	10070897	10076798	+	5902	2087
random3348	HD2_scaffold_5	5469632	5473987	+	4356	1534
random3349	HD2_scaffold_11	36562	41258	+	4697	2635
random3350	HD2_scaffold_5	872756	876590	+	3835	1369
random3351	HD2_scaffold_3	14524225	14529211	+	4987	1849
random3352	HD2_scaffold_9	11175821	11181016	+	5196	1811
random3353	HD2_scaffold_1	1287756	1295671	+	7916	1283
random3354	HD2_scaffold_1	25697557	25700713	+	3157	1048
random3355	HD2_scaffold_1	15436889	15441256	+	4368	1316
random3356	HD2_scaffold_3	766705	772053	+	5349	1816
random3357	HD2_scaffold_11	816156	826169	+	10014	3361
random3358	HD2_scaffold_1	22959061	22962768	+	3708	1311
random3359	HD2_scaffold_2	9709569	9714182	+	4614	1477
random3360	HD2_scaffold_1	26867227	26870936	+	3710	1125
random3361	HD2_scaffold_9	6109262	6114279	+	5018	1716
random3362	HD2_scaffold_12	1650857	1654520	+	3664	1366
random3363	HD2_scaffold_4	4916724	4920461	+	3738	1333
random3364	HD2_scaffold_2	17438579	17444365	+	5787	1854
random3365	HD2_scaffold_11	3019864	3025128	+	5265	1913
random3366	HD2_scaffold_1	27029162	27033270	+	4109	1354
random3367	HD2_scaffold_60	34014	38172	+	4159	3372
random3368	HD2_scaffold_40	49546	53723	+	4178	1263
random3369	HD2_scaffold_3	11707308	11710316	+	3009	961
random3370	HD2_scaffold_13	89403	94233	+	4831	3412
random3371	HD2_scaffold_2	15747874	15752037	+	4164	1397
random3372	HD2_scaffold_1	26057870	26067542	+	9673	2907
random3373	HD2_scaffold_1	28791648	28796087	+	4440	1458
random3374	HD2_scaffold_2	398373	406325	+	7953	2376
random3375	HD2_scaffold_12	649887	651937	+	2051	596
random3376	HD2_scaffold_7	9874101	9878314	+	4214	1478
random3377	HD2_scaffold_11	4834600	4840356	+	5757	1513
random3378	HD2_scaffold_1	19418722	19422215	+	3494	1241
random3379	HD2_scaffold_10	11050122	11068013	+	17892	5527
random3380	HD2_scaffold_7	7002035	7016805	+	14771	5107
random3381	HD2_scaffold_2	6741081	6745199	+	4119	1391
random3382	HD2_scaffold_7	13796248	13800249	+	4002	1501
random3383	HD2_scaffold_7	12024440	12028510	+	4071	1392
random3384	HD2_scaffold_8	552175	565887	+	13713	4493
random3385	HD2_scaffold_7	3370881	3375383	+	4503	1498
random3386	HD2_scaffold_9	9584153	9592218	+	8066	2730
random3387	HD2_scaffold_2	222439	236375	+	13937	4308
random3388	HD2_scaffold_10	11281525	11291985	+	10461	2328
random3389	HD2_scaffold_12	5751449	5752985	+	1537	336
random3390	HD2_scaffold_10	917393	924256	+	6864	2476
random3391	HD2_scaffold_8	296719	304074	+	7356	2361
random3392	HD2_scaffold_3	7226525	7236850	+	10326	3366
random3393	HD2_scaffold_164	8789	16518	+	7730	4576
random3394	HD2_scaffold_7	10059047	10064965	+	5919	2136
random3395	HD2_scaffold_2	6088533	6093228	+	4696	1666
random3396	HD2_scaffold_10	359273	363394	+	4122	1361
random3397	HD2_scaffold_13	9729	13090	+	3362	2173
random3398	HD2_scaffold_7	13701012	13705468	+	4457	1506
random3399	HD2_scaffold_7	4571923	4576096	+	4174	1354
random3400	HD2_scaffold_4	4922536	4929042	+	6507	2154
random3401	HD2_scaffold_9	5282498	5291687	+	9190	3144
random3402	HD2_scaffold_12	1099094	1106797	+	7704	2557
random3403	HD2_scaffold_3	12248578	12254479	+	5902	1903
random3404	HD2_scaffold_7	60845	65200	+	4356	1530
random3405	HD2_scaffold_3	8201686	8206382	+	4697	1676
random3406	HD2_scaffold_9	4139786	4143620	+	3835	1345
random3407	HD2_scaffold_10	10053619	10058605	+	4987	1697
random3408	HD2_scaffold_11	1836583	1841778	+	5196	1717
random3409	HD2_scaffold_2	17074497	17082412	+	7916	2558
random3410	HD2_scaffold_5	3624919	3628075	+	3157	1090
random3411	HD2_scaffold_5	5060228	5064595	+	4368	1459
random3412	HD2_scaffold_10	7570223	7575571	+	5349	1867
random3413	HD2_scaffold_4	4538586	4548599	+	10014	2784
random3414	HD2_scaffold_4	3952785	3956492	+	3708	1376
random3415	HD2_scaffold_9	11787147	11791760	+	4614	1451
random3416	HD2_scaffold_3	14192059	14195768	+	3710	1363
random3417	HD2_scaffold_2	1875388	1880405	+	5018	1302
random3418	HD2_scaffold_10	2372469	2376132	+	3664	1366
random3419	HD2_scaffold_683	213	3950	+	3738	636
random3420	HD2_scaffold_1	6377175	6382961	+	5787	1844
random3421	HD2_scaffold_2	14720801	14726065	+	5265	1810
random3422	HD2_scaffold_3	828455	832563	+	4109	1328
random3423	HD2_scaffold_8	1131738	1135896	+	4159	1410
random3424	HD2_scaffold_6	5319160	5323337	+	4178	1303
random3425	HD2_scaffold_396	4680	7688	+	3009	1302
random3426	HD2_scaffold_1	14858684	14863514	+	4831	1659
random3427	HD2_scaffold_1	10578783	10582946	+	4164	1461
random3428	HD2_scaffold_12	2408324	2417996	+	9673	2348
random3429	HD2_scaffold_5	6743877	6748316	+	4440	1567
random3430	HD2_scaffold_9	10514225	10522177	+	7953	2476
random3431	HD2_scaffold_6	12469617	12471667	+	2051	780
random3432	HD2_scaffold_6	5014531	5018744	+	4214	1007
random3433	HD2_scaffold_2	6730736	6736492	+	5757	1857
random3434	HD2_scaffold_5	13538396	13541889	+	3494	1273
random3435	HD2_scaffold_10	210153	228044	+	17892	8619
random3436	HD2_scaffold_11	1737799	1752569	+	14771	6410
random3437	HD2_scaffold_97	3144	7262	+	4119	6002
random3438	HD2_scaffold_2	20156149	20160150	+	4002	1337
random3439	HD2_scaffold_10	9916406	9920476	+	4071	1447
random3440	HD2_scaffold_1	1428224	1441936	+	13713	3992
random3441	HD2_scaffold_1	11564581	11569083	+	4503	1310
random3442	HD2_scaffold_2	7065100	7073165	+	8066	2482
random3443	HD2_scaffold_9	4981650	4995586	+	13937	4550
random3444	HD2_scaffold_8	11512534	11522994	+	10461	3436
random3445	HD2_scaffold_4	15841587	15843123	+	1537	577
random3446	HD2_scaffold_2	7280432	7287295	+	6864	2368
random3447	HD2_scaffold_3	18261340	18268695	+	7356	2020
random3448	HD2_scaffold_8	1742162	1752487	+	10326	3640
random3449	HD2_scaffold_1	2400841	2408570	+	7730	2403
random3450	HD2_scaffold_3	20366395	20372313	+	5919	2038
random3451	HD2_scaffold_109	15682	20377	+	4696	7031
random3452	HD2_scaffold_6	4586948	4591069	+	4122	1417
random3453	HD2_scaffold_3	16408050	16411411	+	3362	1121
random3454	HD2_scaffold_5	2176339	2180795	+	4457	1644
random3455	HD2_scaffold_7	9364722	9368895	+	4174	1508
random3456	HD2_scaffold_1	21034181	21040687	+	6507	2133
random3457	HD2_scaffold_10	5084766	5093955	+	9190	3114
random3458	HD2_scaffold_4	4549272	4556975	+	7704	2739
random3459	HD2_scaffold_7	12078831	12084732	+	5902	1976
random3460	HD2_scaffold_12	6618520	6622875	+	4356	1516
random3461	HD2_scaffold_6	110017	114713	+	4697	1291
random3462	HD2_scaffold_9	11961765	11965599	+	3835	1183
random3463	HD2_scaffold_11	1392712	1397698	+	4987	1570
random3464	HD2_scaffold_3	11976765	11981960	+	5196	1765
random3465	HD2_scaffold_2	14252616	14260531	+	7916	2666
random3466	HD2_scaffold_3	7674	10830	+	3157	842
random3467	HD2_scaffold_1	24595489	24599856	+	4368	1488
random3468	HD2_scaffold_6	11598762	11604110	+	5349	1757
random3469	HD2_scaffold_9	10236899	10246912	+	10014	3388
random3470	HD2_scaffold_10	10740747	10744454	+	3708	1338
random3471	HD2_scaffold_9	6522690	6527303	+	4614	1653
random3472	HD2_scaffold_6	14101568	14105277	+	3710	1240
random3473	HD2_scaffold_6	12217389	12222406	+	5018	1741
random3474	HD2_scaffold_4	13878101	13881764	+	3664	1241
random3475	HD2_scaffold_1	22280635	22284372	+	3738	1309
random3476	HD2_scaffold_1	8634579	8640365	+	5787	1936
random3477	HD2_scaffold_2	12494970	12500234	+	5265	1889
random3478	HD2_scaffold_7	7504934	7509042	+	4109	1391
random3479	HD2_scaffold_4	14236387	14240545	+	4159	1152
random3480	HD2_scaffold_2	15623163	15627340	+	4178	1470
random3481	HD2_scaffold_6	875103	878111	+	3009	855
random3482	HD2_scaffold_6	1355079	1359909	+	4831	774
random3483	HD2_scaffold_8	672706	676869	+	4164	1571
random3484	HD2_scaffold_6	3837790	3847462	+	9673	3146
random3485	HD2_scaffold_4	1778697	1783136	+	4440	1490
random3486	HD2_scaffold_2	22504311	22512263	+	7953	2787
random3487	HD2_scaffold_9	8650144	8652194	+	2051	792
random3488	HD2_scaffold_3	4693036	4697249	+	4214	1481
random3489	HD2_scaffold_2	572080	577836	+	5757	1500
random3490	HD2_scaffold_6	1017400	1020893	+	3494	1285
random3491	HD2_scaffold_2	18209871	18227762	+	17892	5952
random3492	HD2_scaffold_1	20554908	20569678	+	14771	4630
random3493	HD2_scaffold_1	20755024	20759142	+	4119	1304
random3494	HD2_scaffold_9	6227690	6231691	+	4002	1483
random3495	HD2_scaffold_8	2391235	2395305	+	4071	1508
random3496	HD2_scaffold_4	3513169	3526881	+	13713	4589
random3497	HD2_scaffold_7	8546408	8550910	+	4503	1604
random3498	HD2_scaffold_5	12401434	12409499	+	8066	2721
random3499	HD2_scaffold_7	10572626	10586562	+	13937	4541
random3500	HD2_scaffold_3	9192864	9203324	+	10461	4730
random3501	HD2_scaffold_6	2406789	2408325	+	1537	509
random3502	HD2_scaffold_8	9431864	9438727	+	6864	2176
random3503	HD2_scaffold_7	1884726	1892081	+	7356	2163
random3504	HD2_scaffold_2	22496036	22506361	+	10326	3458
random3505	HD2_scaffold_5	1421115	1428844	+	7730	2398
random3506	HD2_scaffold_3	1930431	1936349	+	5919	2053
random3507	HD2_scaffold_5	12722827	12727522	+	4696	1601
random3508	HD2_scaffold_1	24675001	24679122	+	4122	1406
random3509	HD2_scaffold_11	4785238	4788599	+	3362	801
random3510	HD2_scaffold_3	18628019	18632475	+	4457	1443
random3511	HD2_scaffold_2	22646558	22650731	+	4174	1414
random3512	HD2_scaffold_3	11071903	11078409	+	6507	2054
random3513	HD2_scaffold_72	22287	31476	+	9190	3908
random3514	HD2_scaffold_4	5984838	5992541	+	7704	2496
random3515	HD2_scaffold_2	19398175	19404076	+	5902	1967
random3516	HD2_scaffold_2	21284051	21288406	+	4356	1526
random3517	HD2_scaffold_1	19402687	19407383	+	4697	1521
random3518	HD2_scaffold_7	1846252	1850086	+	3835	1173
random3519	HD2_scaffold_1	12025559	12030545	+	4987	1738
random3520	HD2_scaffold_3	16635329	16640524	+	5196	1734
random3521	HD2_scaffold_2	19889513	19897428	+	7916	2646
random3522	HD2_scaffold_1	19765364	19768520	+	3157	1100
random3523	HD2_scaffold_9	9762110	9766477	+	4368	1539
random3524	HD2_scaffold_240	7292	12640	+	5349	2217
random3525	HD2_scaffold_4	11741	21754	+	10014	6129
random3526	HD2_scaffold_3	16814957	16818664	+	3708	1310
random3527	HD2_scaffold_1	11773837	11778450	+	4614	1597
random3528	HD2_scaffold_3	20687340	20691049	+	3710	1379
random3529	HD2_scaffold_2	22204145	22209162	+	5018	1683
random3530	HD2_scaffold_4	14048636	14052299	+	3664	1182
random3531	HD2_scaffold_3	1861410	1865147	+	3738	1090
random3532	HD2_scaffold_3	20313708	20319494	+	5787	1530
random3533	HD2_scaffold_4	14218863	14224127	+	5265	1520
random3534	HD2_scaffold_5	11165652	11169760	+	4109	1374
random3535	HD2_scaffold_212	6328	10486	+	4159	1696
random3536	HD2_scaffold_9	1657472	1661649	+	4178	1515
random3537	HD2_scaffold_2	12032040	12035048	+	3009	1031
random3538	HD2_scaffold_10	3382336	3387166	+	4831	1703
random3539	HD2_scaffold_89	12195	16358	+	4164	1557
random3540	HD2_scaffold_1	20566537	20576209	+	9673	3123
random3541	HD2_scaffold_1	15453298	15457737	+	4440	1321
random3542	HD2_scaffold_9	7214157	7222109	+	7953	2604
random3543	HD2_scaffold_5	2605595	2607645	+	2051	762
random3544	HD2_scaffold_1	688198	692411	+	4214	850
random3545	HD2_scaffold_7	8814261	8820017	+	5757	1967
random3546	HD2_scaffold_508	2547	6040	+	3494	1025
random3547	HD2_scaffold_7	6083196	6101087	+	17892	5594
random3548	HD2_scaffold_3	6299836	6314606	+	14771	4760
random3549	HD2_scaffold_3	19563012	19567130	+	4119	1311
random3550	HD2_scaffold_8	1450508	1454509	+	4002	1470
random3551	HD2_scaffold_11	6373557	6377627	+	4071	775
random3552	HD2_scaffold_1	6349535	6363247	+	13713	4377
random3553	HD2_scaffold_11	5144188	5148690	+	4503	1243
random3554	HD2_scaffold_4	1302303	1310368	+	8066	2827
random3555	HD2_scaffold_1	1023483	1037419	+	13937	3380
random3556	HD2_scaffold_6	8553376	8563836	+	10461	3398
random3557	HD2_scaffold_11	6640338	6641874	+	1537	553
random3558	HD2_scaffold_8	3869461	3876324	+	6864	2353
random3559	HD2_scaffold_3	19018413	19025768	+	7356	2198
random3560	HD2_scaffold_5	1803210	1813535	+	10326	3657
random3561	HD2_scaffold_2	21824877	21832606	+	7730	2377
random3562	HD2_scaffold_3	7261962	7267880	+	5919	2073
random3563	HD2_scaffold_4	15743717	15748412	+	4696	1603
random3564	HD2_scaffold_1	567148	571269	+	4122	1169
random3565	HD2_scaffold_4	259652	263013	+	3362	1171
random3566	HD2_scaffold_3	11756943	11761399	+	4457	1511
random3567	HD2_scaffold_2	3367290	3371463	+	4174	1418
random3568	HD2_scaffold_269	3107	9613	+	6507	1826
random3569	HD2_scaffold_2	7565593	7574782	+	9190	3035
random3570	HD2_scaffold_70	21569	29272	+	7704	2840
random3571	HD2_scaffold_9	10821003	10826904	+	5902	1294
random3572	HD2_scaffold_10	7929949	7934304	+	4356	1567
random3573	HD2_scaffold_456	2691	7387	+	4697	2137
random3574	HD2_scaffold_7	7466316	7470150	+	3835	1300
random3575	HD2_scaffold_1	9551177	9556163	+	4987	1675
random3576	HD2_scaffold_11	256254	261449	+	5196	1760
random3577	HD2_scaffold_10	10144927	10152842	+	7916	2246
random3578	HD2_scaffold_4	2311322	2314478	+	3157	1047
random3579	HD2_scaffold_9	3253146	3257513	+	4368	1559
random3580	HD2_scaffold_7	11945335	11950683	+	5349	1665
random3581	HD2_scaffold_7	12778746	12788759	+	10014	3109
random3582	HD2_scaffold_10	3534316	3538023	+	3708	1192
random3583	HD2_scaffold_12	1417486	1422099	+	4614	1669
random3584	HD2_scaffold_9	3851612	3855321	+	3710	1326
random3585	HD2_scaffold_7	12535218	12540235	+	5018	1676
random3586	HD2_scaffold_9	11719200	11722863	+	3664	781
random3587	HD2_scaffold_3	17411571	17415308	+	3738	1375
random3588	HD2_scaffold_2	12446678	12452464	+	5787	2012
random3589	HD2_scaffold_1	1921717	1926981	+	5265	1344
random3590	HD2_scaffold_5	13949695	13953803	+	4109	1295
random3591	HD2_scaffold_11	720637	724795	+	4159	1384
random3592	HD2_scaffold_2	1211206	1215383	+	4178	1238
random3593	HD2_scaffold_1	28046625	28049633	+	3009	1050
random3594	HD2_scaffold_44	28952	33782	+	4831	40287
random3595	HD2_scaffold_1	2355190	2359353	+	4164	1422
random3596	HD2_scaffold_2	6586353	6596025	+	9673	3102
random3597	HD2_scaffold_5	13914582	13919021	+	4440	1473
random3598	HD2_scaffold_2	11157488	11165440	+	7953	2591
random3599	HD2_scaffold_2	20730838	20732888	+	2051	766
random3600	HD2_scaffold_10	5461270	5465483	+	4214	1504
random3601	HD2_scaffold_3	16461611	16467367	+	5757	1906
random3602	HD2_scaffold_5	7333658	7337151	+	3494	1106
random3603	HD2_scaffold_7	9581330	9599221	+	17892	6141
random3604	HD2_scaffold_10	888359	903129	+	14771	4557
random3605	HD2_scaffold_1	25787537	25791655	+	4119	1367
random3606	HD2_scaffold_2	19689280	19693281	+	4002	1349
random3607	HD2_scaffold_3	16165481	16169551	+	4071	1468
random3608	HD2_scaffold_5	412834	426546	+	13713	4468
random3609	HD2_scaffold_6	14181856	14186358	+	4503	1441
random3610	HD2_scaffold_5	14741017	14749082	+	8066	2413
random3611	HD2_scaffold_4	6836264	6850200	+	13937	4822
random3612	HD2_scaffold_11	5370680	5381140	+	10461	3404
random3613	HD2_scaffold_1	9263370	9264906	+	1537	615
random3614	HD2_scaffold_6	1826442	1833305	+	6864	1876
random3615	HD2_scaffold_3	18243422	18250777	+	7356	2347
random3616	HD2_scaffold_2	3873713	3884038	+	10326	2741
random3617	HD2_scaffold_12	3138757	3146486	+	7730	2379
random3618	HD2_scaffold_1	3572314	3578232	+	5919	2130
random3619	HD2_scaffold_6	4456308	4461003	+	4696	1765
random3620	HD2_scaffold_10	7604181	7608302	+	4122	1370
random3621	HD2_scaffold_7	8762784	8766145	+	3362	1032
random3622	HD2_scaffold_1	25400473	25404929	+	4457	1376
random3623	HD2_scaffold_7	3868773	3872946	+	4174	1381
