# Program:featureCounts v2.0.1; Command:"featureCounts" "../GFP_4.bam" "-a" "Hd2_IVSPER2.randoms.gff" "-o" "GFP_4.Hd2_IVSPER2.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../GFP_4.bam
random943	HD2_scaffold_2	8623851	8625767	+	1917	415
random944	HD2_scaffold_1	19515235	19517705	+	2471	503
random945	HD2_scaffold_3	7918702	7945312	+	26611	5037
random946	HD2_scaffold_8	6171222	6185241	+	14020	2684
random947	HD2_scaffold_254	1225	3063	+	1839	0
random948	HD2_scaffold_18	21058	22146	+	1089	225
random949	HD2_scaffold_1	20624851	20626578	+	1728	315
random950	HD2_scaffold_8	2566283	2567912	+	1630	372
random951	HD2_scaffold_2	15459111	15484542	+	25432	4763
random952	HD2_scaffold_2	4365131	4368385	+	3255	510
random953	HD2_scaffold_2	11099692	11115503	+	15812	3085
random954	HD2_scaffold_10	2596723	2598639	+	1917	470
random955	HD2_scaffold_1	19287359	19289829	+	2471	449
random956	HD2_scaffold_1	16931551	16958161	+	26611	5002
random957	HD2_scaffold_2	21861651	21875670	+	14020	2649
random958	HD2_scaffold_1	14987669	14989507	+	1839	448
random959	HD2_scaffold_287	2693	3781	+	1089	423
random960	HD2_scaffold_101	21279	23006	+	1728	772
random961	HD2_scaffold_637	1022	2651	+	1630	298
random962	HD2_scaffold_12	3854264	3879695	+	25432	3844
random963	HD2_scaffold_1	13591318	13594572	+	3255	618
random964	HD2_scaffold_7	8705693	8721504	+	15812	3123
random965	HD2_scaffold_1	22367457	22369373	+	1917	335
random966	HD2_scaffold_4	14364368	14366838	+	2471	460
random967	HD2_scaffold_7	3983713	4010323	+	26611	5060
random968	HD2_scaffold_7	8783664	8797683	+	14020	2742
random969	HD2_scaffold_2	8158686	8160524	+	1839	310
random970	HD2_scaffold_4	11922076	11923164	+	1089	212
random971	HD2_scaffold_5	5556471	5558198	+	1728	351
random972	HD2_scaffold_2	22291724	22293353	+	1630	379
random973	HD2_scaffold_10	6700099	6725530	+	25432	4667
random974	HD2_scaffold_1	9164161	9167415	+	3255	589
random975	HD2_scaffold_5	11303663	11319474	+	15812	2987
random976	HD2_scaffold_8	2596648	2598564	+	1917	421
random977	HD2_scaffold_8	7971467	7973937	+	2471	488
random978	HD2_scaffold_9	3324513	3351123	+	26611	4649
random979	HD2_scaffold_6	12587932	12601951	+	14020	2679
random980	HD2_scaffold_2	8168652	8170490	+	1839	372
random981	HD2_scaffold_5	7461578	7462666	+	1089	279
random982	HD2_scaffold_1	28982826	28984553	+	1728	220
random983	HD2_scaffold_10	6671878	6673507	+	1630	369
random984	HD2_scaffold_1	174388	199819	+	25432	3786
random985	HD2_scaffold_8	5456071	5459325	+	3255	661
random986	HD2_scaffold_12	1488151	1503962	+	15812	2164
random987	HD2_scaffold_7	7112110	7114026	+	1917	403
random988	HD2_scaffold_7	8275486	8277956	+	2471	531
random989	HD2_scaffold_10	1923683	1950293	+	26611	4701
random990	HD2_scaffold_5	131739	145758	+	14020	2749
random991	HD2_scaffold_3	9178811	9180649	+	1839	352
random992	HD2_scaffold_1	16244208	16245296	+	1089	243
random993	HD2_scaffold_1	2156371	2158098	+	1728	417
random994	HD2_scaffold_2	6682529	6684158	+	1630	376
random995	HD2_scaffold_10	9584589	9610020	+	25432	4557
random996	HD2_scaffold_2	11945231	11948485	+	3255	714
random997	HD2_scaffold_1	22664813	22680624	+	15812	2889
random998	HD2_scaffold_7	9711842	9713758	+	1917	347
random999	HD2_scaffold_1	11795872	11798342	+	2471	425
random1000	HD2_scaffold_4	15622444	15649054	+	26611	4751
random1001	HD2_scaffold_3	10480546	10494565	+	14020	2662
random1002	HD2_scaffold_8	11295132	11296970	+	1839	370
random1003	HD2_scaffold_2	3385669	3386757	+	1089	188
random1004	HD2_scaffold_7	7713611	7715338	+	1728	283
random1005	HD2_scaffold_17	37131	38760	+	1630	313
random1006	HD2_scaffold_7	12639987	12665418	+	25432	4731
random1007	HD2_scaffold_178	4587	7841	+	3255	2172
random1008	HD2_scaffold_1	17791462	17807273	+	15812	3131
random1009	HD2_scaffold_3	6760562	6762478	+	1917	423
random1010	HD2_scaffold_8	9699197	9701667	+	2471	491
random1011	HD2_scaffold_1	14061138	14087748	+	26611	4633
random1012	HD2_scaffold_7	8349372	8363391	+	14020	2853
random1013	HD2_scaffold_3	13594456	13596294	+	1839	366
random1014	HD2_scaffold_3	12408396	12409484	+	1089	264
random1015	HD2_scaffold_2	18808640	18810367	+	1728	353
random1016	HD2_scaffold_4	12541894	12543523	+	1630	322
random1017	HD2_scaffold_5	14425416	14450847	+	25432	3228
random1018	HD2_scaffold_4	9873840	9877094	+	3255	549
random1019	HD2_scaffold_9	8106845	8122656	+	15812	3310
random1020	HD2_scaffold_2	16442640	16444556	+	1917	387
random1021	HD2_scaffold_11	4783533	4786003	+	2471	303
random1022	HD2_scaffold_1	28433862	28460472	+	26611	4983
random1023	HD2_scaffold_7	7173970	7187989	+	14020	2731
random1024	HD2_scaffold_8	8866811	8868649	+	1839	348
random1025	HD2_scaffold_1	13405307	13406395	+	1089	237
random1026	HD2_scaffold_8	12390570	12392297	+	1728	378
random1027	HD2_scaffold_12	5855832	5857461	+	1630	811
random1028	HD2_scaffold_12	3185443	3210874	+	25432	4566
random1029	HD2_scaffold_10	722513	725767	+	3255	585
random1030	HD2_scaffold_5	121571	137382	+	15812	2911
random1031	HD2_scaffold_12	1921948	1923864	+	1917	407
random1032	HD2_scaffold_1	4977339	4979809	+	2471	515
random1033	HD2_scaffold_4	11072355	11098965	+	26611	5009
random1034	HD2_scaffold_2	20552618	20566637	+	14020	2699
random1035	HD2_scaffold_7	1394129	1395967	+	1839	275
random1036	HD2_scaffold_9	57018	58106	+	1089	235
random1037	HD2_scaffold_1	12836242	12837969	+	1728	362
random1038	HD2_scaffold_18	48994	50623	+	1630	407
random1039	HD2_scaffold_9	2791464	2816895	+	25432	4947
random1040	HD2_scaffold_2	19757226	19760480	+	3255	732
random1041	HD2_scaffold_12	5697133	5712944	+	15812	2343
random1042	HD2_scaffold_5	7701912	7703828	+	1917	398
random1043	HD2_scaffold_9	603719	606189	+	2471	441
random1044	HD2_scaffold_5	3052311	3078921	+	26611	4690
random1045	HD2_scaffold_3	9892656	9906675	+	14020	2495
random1046	HD2_scaffold_1	26736939	26738777	+	1839	336
random1047	HD2_scaffold_7	9823592	9824680	+	1089	251
random1048	HD2_scaffold_1	14644846	14646573	+	1728	385
random1049	HD2_scaffold_2	10841971	10843600	+	1630	354
random1050	HD2_scaffold_1	17735365	17760796	+	25432	4781
random1051	HD2_scaffold_4	8237684	8240938	+	3255	602
random1052	HD2_scaffold_5	8322427	8338238	+	15812	4948
random1053	HD2_scaffold_1	6625457	6627373	+	1917	434
random1054	HD2_scaffold_8	746779	749249	+	2471	573
random1055	HD2_scaffold_1	8584759	8611369	+	26611	5691
random1056	HD2_scaffold_2	5857752	5871771	+	14020	2610
random1057	HD2_scaffold_1	13222376	13224214	+	1839	387
random1058	HD2_scaffold_6	8905217	8906305	+	1089	289
random1059	HD2_scaffold_6	1838926	1840653	+	1728	327
random1060	HD2_scaffold_4	9173393	9175022	+	1630	366
random1061	HD2_scaffold_1	20917551	20942982	+	25432	4935
random1062	HD2_scaffold_1	15642980	15646234	+	3255	620
random1063	HD2_scaffold_11	77835	93646	+	15812	2770
random1064	HD2_scaffold_9	10775314	10777230	+	1917	414
random1065	HD2_scaffold_1	7369905	7372375	+	2471	439
random1066	HD2_scaffold_2	17898438	17925048	+	26611	5146
random1067	HD2_scaffold_8	6388567	6402586	+	14020	2670
random1068	HD2_scaffold_6	2448262	2450100	+	1839	276
random1069	HD2_scaffold_145	8549	9637	+	1089	248
random1070	HD2_scaffold_9	3393267	3394994	+	1728	342
random1071	HD2_scaffold_11	3853093	3854722	+	1630	451
random1072	HD2_scaffold_1	28922289	28947720	+	25432	3962
random1073	HD2_scaffold_6	4925865	4929119	+	3255	611
random1074	HD2_scaffold_1	18656205	18672016	+	15812	3287
random1075	HD2_scaffold_2	1593615	1595531	+	1917	369
random1076	HD2_scaffold_12	2289104	2291574	+	2471	511
random1077	HD2_scaffold_4	8082109	8108719	+	26611	5081
random1078	HD2_scaffold_7	7328478	7342497	+	14020	2487
random1079	HD2_scaffold_69	21683	23521	+	1839	413
random1080	HD2_scaffold_93	13946	15034	+	1089	163
random1081	HD2_scaffold_7	1229692	1231419	+	1728	328
random1082	HD2_scaffold_5	5053220	5054849	+	1630	279
random1083	HD2_scaffold_6	1679393	1704824	+	25432	2576
random1084	HD2_scaffold_2	6672672	6675926	+	3255	675
random1085	HD2_scaffold_1	3959086	3974897	+	15812	2905
random1086	HD2_scaffold_2	17026572	17028488	+	1917	432
random1087	HD2_scaffold_6	3791029	3793499	+	2471	533
random1088	HD2_scaffold_10	483353	509963	+	26611	6481
random1089	HD2_scaffold_9	11979624	11993643	+	14020	2738
random1090	HD2_scaffold_5	5832340	5834178	+	1839	304
random1091	HD2_scaffold_6	7640377	7641465	+	1089	246
random1092	HD2_scaffold_2	8397739	8399466	+	1728	347
random1093	HD2_scaffold_8	1223849	1225478	+	1630	308
random1094	HD2_scaffold_10	1659165	1684596	+	25432	4394
random1095	HD2_scaffold_5	10807309	10810563	+	3255	656
random1096	HD2_scaffold_2	766754	782565	+	15812	1822
random1097	HD2_scaffold_4	12837865	12839781	+	1917	441
random1098	HD2_scaffold_7	12137206	12139676	+	2471	484
random1099	HD2_scaffold_11	2056174	2082784	+	26611	4653
random1100	HD2_scaffold_5	4294139	4308158	+	14020	2292
