# Program:featureCounts v2.0.1; Command:"featureCounts" "../St3.bam" "-a" "Hd2_IVSPER2.randoms.gff" "-o" "St3.Hd2_IVSPER2.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St3.bam
random924	HD2_scaffold_2	11012144	11026163	+	14020	13383
random925	HD2_scaffold_2	8755639	8757477	+	1839	1871
random926	HD2_scaffold_12	4554193	4555281	+	1089	1107
random927	HD2_scaffold_2	1684419	1686146	+	1728	941
random928	HD2_scaffold_7	12785211	12786840	+	1630	1790
random929	HD2_scaffold_11	5856382	5881813	+	25432	19741
random930	HD2_scaffold_12	4142872	4146126	+	3255	3171
random931	HD2_scaffold_2	13291375	13307186	+	15812	15290
random932	HD2_scaffold_7	13234563	13236479	+	1917	1656
random933	HD2_scaffold_7	9932862	9935332	+	2471	2480
random934	HD2_scaffold_11	5920017	5946627	+	26611	20170
random935	HD2_scaffold_10	847188	861207	+	14020	11266
random936	HD2_scaffold_10	6752981	6754819	+	1839	1861
random937	HD2_scaffold_10	8798687	8799775	+	1089	1148
random938	HD2_scaffold_5	10809398	10811125	+	1728	1814
random939	HD2_scaffold_10	4660815	4662444	+	1630	1812
random940	HD2_scaffold_3	2097110	2122541	+	25432	24143
random941	HD2_scaffold_2	5123635	5126889	+	3255	3494
random942	HD2_scaffold_6	6257461	6273272	+	15812	13968
random943	HD2_scaffold_2	8623851	8625767	+	1917	1945
random944	HD2_scaffold_1	19515235	19517705	+	2471	2611
random945	HD2_scaffold_3	7918702	7945312	+	26611	25106
random946	HD2_scaffold_8	6171222	6185241	+	14020	13102
random947	HD2_scaffold_254	1225	3063	+	1839	626
random948	HD2_scaffold_18	21058	22146	+	1089	1121
random949	HD2_scaffold_1	20624851	20626578	+	1728	1790
random950	HD2_scaffold_8	2566283	2567912	+	1630	1724
random951	HD2_scaffold_2	15459111	15484542	+	25432	24599
random952	HD2_scaffold_2	4365131	4368385	+	3255	2949
random953	HD2_scaffold_2	11099692	11115503	+	15812	15585
random954	HD2_scaffold_10	2596723	2598639	+	1917	2070
random955	HD2_scaffold_1	19287359	19289829	+	2471	2431
random956	HD2_scaffold_1	16931551	16958161	+	26611	24795
random957	HD2_scaffold_2	21861651	21875670	+	14020	13116
random958	HD2_scaffold_1	14987669	14989507	+	1839	2970
random959	HD2_scaffold_287	2693	3781	+	1089	1430
random960	HD2_scaffold_101	21279	23006	+	1728	3603
random961	HD2_scaffold_637	1022	2651	+	1630	5137
random962	HD2_scaffold_12	3854264	3879695	+	25432	21166
random963	HD2_scaffold_1	13591318	13594572	+	3255	3144
random964	HD2_scaffold_7	8705693	8721504	+	15812	14902
random965	HD2_scaffold_1	22367457	22369373	+	1917	2013
random966	HD2_scaffold_4	14364368	14366838	+	2471	2117
random967	HD2_scaffold_7	3983713	4010323	+	26611	25478
random968	HD2_scaffold_7	8783664	8797683	+	14020	13710
random969	HD2_scaffold_2	8158686	8160524	+	1839	1883
random970	HD2_scaffold_4	11922076	11923164	+	1089	1148
random971	HD2_scaffold_5	5556471	5558198	+	1728	1901
random972	HD2_scaffold_2	22291724	22293353	+	1630	1812
random973	HD2_scaffold_10	6700099	6725530	+	25432	22971
random974	HD2_scaffold_1	9164161	9167415	+	3255	3225
random975	HD2_scaffold_5	11303663	11319474	+	15812	14113
random976	HD2_scaffold_8	2596648	2598564	+	1917	2067
random977	HD2_scaffold_8	7971467	7973937	+	2471	2381
random978	HD2_scaffold_9	3324513	3351123	+	26611	24303
random979	HD2_scaffold_6	12587932	12601951	+	14020	14008
random980	HD2_scaffold_2	8168652	8170490	+	1839	1824
random981	HD2_scaffold_5	7461578	7462666	+	1089	1168
random982	HD2_scaffold_1	28982826	28984553	+	1728	1520
random983	HD2_scaffold_10	6671878	6673507	+	1630	1596
random984	HD2_scaffold_1	174388	199819	+	25432	20338
random985	HD2_scaffold_8	5456071	5459325	+	3255	3203
random986	HD2_scaffold_12	1488151	1503962	+	15812	11890
random987	HD2_scaffold_7	7112110	7114026	+	1917	1738
random988	HD2_scaffold_7	8275486	8277956	+	2471	2709
random989	HD2_scaffold_10	1923683	1950293	+	26611	23435
random990	HD2_scaffold_5	131739	145758	+	14020	13595
random991	HD2_scaffold_3	9178811	9180649	+	1839	1870
random992	HD2_scaffold_1	16244208	16245296	+	1089	1266
random993	HD2_scaffold_1	2156371	2158098	+	1728	1958
random994	HD2_scaffold_2	6682529	6684158	+	1630	1657
random995	HD2_scaffold_10	9584589	9610020	+	25432	23520
random996	HD2_scaffold_2	11945231	11948485	+	3255	3232
random997	HD2_scaffold_1	22664813	22680624	+	15812	14308
random998	HD2_scaffold_7	9711842	9713758	+	1917	2004
random999	HD2_scaffold_1	11795872	11798342	+	2471	2301
random1000	HD2_scaffold_4	15622444	15649054	+	26611	23307
random1001	HD2_scaffold_3	10480546	10494565	+	14020	13953
random1002	HD2_scaffold_8	11295132	11296970	+	1839	1983
random1003	HD2_scaffold_2	3385669	3386757	+	1089	1054
random1004	HD2_scaffold_7	7713611	7715338	+	1728	1325
random1005	HD2_scaffold_17	37131	38760	+	1630	1370
random1006	HD2_scaffold_7	12639987	12665418	+	25432	22207
random1007	HD2_scaffold_178	4587	7841	+	3255	12426
random1008	HD2_scaffold_1	17791462	17807273	+	15812	15145
random1009	HD2_scaffold_3	6760562	6762478	+	1917	2079
random1010	HD2_scaffold_8	9699197	9701667	+	2471	2467
random1011	HD2_scaffold_1	14061138	14087748	+	26611	23451
random1012	HD2_scaffold_7	8349372	8363391	+	14020	13744
random1013	HD2_scaffold_3	13594456	13596294	+	1839	1849
random1014	HD2_scaffold_3	12408396	12409484	+	1089	1162
random1015	HD2_scaffold_2	18808640	18810367	+	1728	1737
random1016	HD2_scaffold_4	12541894	12543523	+	1630	1708
random1017	HD2_scaffold_5	14425416	14450847	+	25432	15895
random1018	HD2_scaffold_4	9873840	9877094	+	3255	3054
random1019	HD2_scaffold_9	8106845	8122656	+	15812	16899
random1020	HD2_scaffold_2	16442640	16444556	+	1917	1967
random1021	HD2_scaffold_11	4783533	4786003	+	2471	1755
random1022	HD2_scaffold_1	28433862	28460472	+	26611	23940
random1023	HD2_scaffold_7	7173970	7187989	+	14020	13306
random1024	HD2_scaffold_8	8866811	8868649	+	1839	1856
random1025	HD2_scaffold_1	13405307	13406395	+	1089	1357
random1026	HD2_scaffold_8	12390570	12392297	+	1728	2315
random1027	HD2_scaffold_12	5855832	5857461	+	1630	5303
random1028	HD2_scaffold_12	3185443	3210874	+	25432	27135
random1029	HD2_scaffold_10	722513	725767	+	3255	3267
random1030	HD2_scaffold_5	121571	137382	+	15812	15288
random1031	HD2_scaffold_12	1921948	1923864	+	1917	1870
random1032	HD2_scaffold_1	4977339	4979809	+	2471	2658
random1033	HD2_scaffold_4	11072355	11098965	+	26611	25314
random1034	HD2_scaffold_2	20552618	20566637	+	14020	13294
random1035	HD2_scaffold_7	1394129	1395967	+	1839	1807
random1036	HD2_scaffold_9	57018	58106	+	1089	1181
random1037	HD2_scaffold_1	12836242	12837969	+	1728	1856
random1038	HD2_scaffold_18	48994	50623	+	1630	1915
random1039	HD2_scaffold_9	2791464	2816895	+	25432	25011
random1040	HD2_scaffold_2	19757226	19760480	+	3255	3366
random1041	HD2_scaffold_12	5697133	5712944	+	15812	12977
random1042	HD2_scaffold_5	7701912	7703828	+	1917	2082
random1043	HD2_scaffold_9	603719	606189	+	2471	2475
random1044	HD2_scaffold_5	3052311	3078921	+	26611	23856
random1045	HD2_scaffold_3	9892656	9906675	+	14020	13489
random1046	HD2_scaffold_1	26736939	26738777	+	1839	1754
random1047	HD2_scaffold_7	9823592	9824680	+	1089	1415
random1048	HD2_scaffold_1	14644846	14646573	+	1728	1839
random1049	HD2_scaffold_2	10841971	10843600	+	1630	1826
random1050	HD2_scaffold_1	17735365	17760796	+	25432	25059
random1051	HD2_scaffold_4	8237684	8240938	+	3255	3197
random1052	HD2_scaffold_5	8322427	8338238	+	15812	57076
random1053	HD2_scaffold_1	6625457	6627373	+	1917	2081
random1054	HD2_scaffold_8	746779	749249	+	2471	2591
random1055	HD2_scaffold_1	8584759	8611369	+	26611	94085
random1056	HD2_scaffold_2	5857752	5871771	+	14020	12968
random1057	HD2_scaffold_1	13222376	13224214	+	1839	1846
random1058	HD2_scaffold_6	8905217	8906305	+	1089	1260
random1059	HD2_scaffold_6	1838926	1840653	+	1728	1780
random1060	HD2_scaffold_4	9173393	9175022	+	1630	1695
random1061	HD2_scaffold_1	20917551	20942982	+	25432	24348
random1062	HD2_scaffold_1	15642980	15646234	+	3255	3039
random1063	HD2_scaffold_11	77835	93646	+	15812	15076
random1064	HD2_scaffold_9	10775314	10777230	+	1917	2091
random1065	HD2_scaffold_1	7369905	7372375	+	2471	2574
random1066	HD2_scaffold_2	17898438	17925048	+	26611	24494
random1067	HD2_scaffold_8	6388567	6402586	+	14020	13618
random1068	HD2_scaffold_6	2448262	2450100	+	1839	1696
random1069	HD2_scaffold_145	8549	9637	+	1089	1396
random1070	HD2_scaffold_9	3393267	3394994	+	1728	1771
random1071	HD2_scaffold_11	3853093	3854722	+	1630	2025
random1072	HD2_scaffold_1	28922289	28947720	+	25432	21491
random1073	HD2_scaffold_6	4925865	4929119	+	3255	3345
random1074	HD2_scaffold_1	18656205	18672016	+	15812	14851
random1075	HD2_scaffold_2	1593615	1595531	+	1917	1606
random1076	HD2_scaffold_12	2289104	2291574	+	2471	2306
random1077	HD2_scaffold_4	8082109	8108719	+	26611	26186
random1078	HD2_scaffold_7	7328478	7342497	+	14020	12846
random1079	HD2_scaffold_69	21683	23521	+	1839	1954
random1080	HD2_scaffold_93	13946	15034	+	1089	1300
random1081	HD2_scaffold_7	1229692	1231419	+	1728	1705
random1082	HD2_scaffold_5	5053220	5054849	+	1630	1763
random1083	HD2_scaffold_6	1679393	1704824	+	25432	16571
random1084	HD2_scaffold_2	6672672	6675926	+	3255	3061
random1085	HD2_scaffold_1	3959086	3974897	+	15812	13805
random1086	HD2_scaffold_2	17026572	17028488	+	1917	2053
random1087	HD2_scaffold_6	3791029	3793499	+	2471	2501
random1088	HD2_scaffold_10	483353	509963	+	26611	31791
random1089	HD2_scaffold_9	11979624	11993643	+	14020	14062
random1090	HD2_scaffold_5	5832340	5834178	+	1839	1806
random1091	HD2_scaffold_6	7640377	7641465	+	1089	1245
random1092	HD2_scaffold_2	8397739	8399466	+	1728	1790
random1093	HD2_scaffold_8	1223849	1225478	+	1630	1702
random1094	HD2_scaffold_10	1659165	1684596	+	25432	23665
random1095	HD2_scaffold_5	10807309	10810563	+	3255	3204
random1096	HD2_scaffold_2	766754	782565	+	15812	10381
random1097	HD2_scaffold_4	12837865	12839781	+	1917	2111
random1098	HD2_scaffold_7	12137206	12139676	+	2471	2314
random1099	HD2_scaffold_11	2056174	2082784	+	26611	24747
random1100	HD2_scaffold_5	4294139	4308158	+	14020	12121
