# Program:featureCounts v2.0.1; Command:"featureCounts" "../St1.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "St1.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St1.bam
random2727	HD2_scaffold_4	3458645	3462818	+	4174	10562
random2728	HD2_scaffold_11	2908566	2915072	+	6507	15495
random2729	HD2_scaffold_3	6191436	6200625	+	9190	22571
random2730	HD2_scaffold_1	2431974	2439677	+	7704	19058
random2731	HD2_scaffold_2	18355127	18361028	+	5902	14971
random2732	HD2_scaffold_116	7840	12195	+	4356	14960
random2733	HD2_scaffold_2	21933924	21938620	+	4697	12541
random2734	HD2_scaffold_2	4945255	4949089	+	3835	8248
random2735	HD2_scaffold_10	9229008	9233994	+	4987	12126
random2736	HD2_scaffold_11	3398599	3403794	+	5196	12714
random2737	HD2_scaffold_2	1201731	1209646	+	7916	6840
random2738	HD2_scaffold_10	8236240	8239396	+	3157	7097
random2739	HD2_scaffold_2	16904322	16908689	+	4368	10130
random2740	HD2_scaffold_3	2555683	2561031	+	5349	12892
random2741	HD2_scaffold_6	9558736	9568749	+	10014	23960
random2742	HD2_scaffold_12	3125771	3129478	+	3708	8245
random2743	HD2_scaffold_6	4459246	4463859	+	4614	11950
random2744	HD2_scaffold_268	8806	12515	+	3710	7259
random2745	HD2_scaffold_8	6642851	6647868	+	5018	12708
random2746	HD2_scaffold_6	8810719	8814382	+	3664	9079
random2747	HD2_scaffold_2	10082840	10086577	+	3738	9674
random2748	HD2_scaffold_2	18036661	18042447	+	5787	14580
random2749	HD2_scaffold_11	6363273	6368537	+	5265	12790
random2750	HD2_scaffold_9	6799632	6803740	+	4109	10784
random2751	HD2_scaffold_2	18970741	18974899	+	4159	10707
random2752	HD2_scaffold_10	3519814	3523991	+	4178	10336
random2753	HD2_scaffold_2	12270586	12273594	+	3009	7807
random2754	HD2_scaffold_10	9769090	9773920	+	4831	10505
random2755	HD2_scaffold_1	22926026	22930189	+	4164	10676
random2756	HD2_scaffold_2	18999192	19008864	+	9673	23777
random2757	HD2_scaffold_6	10714594	10719033	+	4440	11492
random2758	HD2_scaffold_299	4273	12225	+	7953	28228
random2759	HD2_scaffold_3	13272015	13274065	+	2051	5232
random2760	HD2_scaffold_6	6938530	6942743	+	4214	10512
random2761	HD2_scaffold_6	968051	973807	+	5757	9915
random2762	HD2_scaffold_4	12759218	12762711	+	3494	8563
random2763	HD2_scaffold_2	4447797	4465688	+	17892	43101
random2764	HD2_scaffold_11	4167936	4182706	+	14771	30256
random2765	HD2_scaffold_2	5025457	5029575	+	4119	10252
random2766	HD2_scaffold_10	3501796	3505797	+	4002	9310
random2767	HD2_scaffold_4	3023812	3027882	+	4071	10220
random2768	HD2_scaffold_1	13475828	13489540	+	13713	33258
random2769	HD2_scaffold_4	2846264	2850766	+	4503	11334
random2770	HD2_scaffold_134	6912	14977	+	8066	14289
random2771	HD2_scaffold_12	3706600	3720536	+	13937	32000
random2772	HD2_scaffold_5	3665116	3675576	+	10461	25419
random2773	HD2_scaffold_3	17306795	17308331	+	1537	4196
random2774	HD2_scaffold_439	1625	8488	+	6864	8977
random2775	HD2_scaffold_6	6389286	6396641	+	7356	17691
random2776	HD2_scaffold_8	1915154	1925479	+	10326	24982
random2777	HD2_scaffold_4	8742318	8750047	+	7730	19080
random2778	HD2_scaffold_7	3910072	3915990	+	5919	14555
random2779	HD2_scaffold_10	6112905	6117600	+	4696	12223
random2780	HD2_scaffold_3	2007895	2012016	+	4122	10168
random2781	HD2_scaffold_4	12474813	12478174	+	3362	8430
random2782	HD2_scaffold_3	6446432	6450888	+	4457	11550
random2783	HD2_scaffold_12	2185061	2189234	+	4174	9453
random2784	HD2_scaffold_3	20770882	20777388	+	6507	16216
random2785	HD2_scaffold_10	9111961	9121150	+	9190	22144
random2786	HD2_scaffold_5	6043685	6051388	+	7704	18676
random2787	HD2_scaffold_7	4790720	4796621	+	5902	13813
random2788	HD2_scaffold_1	20814866	20819221	+	4356	10746
random2789	HD2_scaffold_120	1715	6411	+	4697	29828
random2790	HD2_scaffold_4	12137339	12141173	+	3835	8878
random2791	HD2_scaffold_9	7436558	7441544	+	4987	12411
random2792	HD2_scaffold_4	6331962	6337157	+	5196	12642
random2793	HD2_scaffold_8	7405501	7413416	+	7916	17217
random2794	HD2_scaffold_4	11515912	11519068	+	3157	8545
random2795	HD2_scaffold_5	2496117	2500484	+	4368	11781
random2796	HD2_scaffold_10	10937794	10943142	+	5349	12556
random2797	HD2_scaffold_6	9930431	9940444	+	10014	23679
random2798	HD2_scaffold_3	10935481	10939188	+	3708	12452
random2799	HD2_scaffold_2	9196735	9201348	+	4614	12574
random2800	HD2_scaffold_3	4068081	4071790	+	3710	8968
random2801	HD2_scaffold_3	6455629	6460646	+	5018	13137
random2802	HD2_scaffold_11	2872994	2876657	+	3664	10070
random2803	HD2_scaffold_1	13809262	13812999	+	3738	9609
random2804	HD2_scaffold_10	9923238	9929024	+	5787	13976
random2805	HD2_scaffold_8	50015	55279	+	5265	20483
random2806	HD2_scaffold_9	6793823	6797931	+	4109	9440
random2807	HD2_scaffold_1	16218827	16222985	+	4159	10026
random2808	HD2_scaffold_3	6858577	6862754	+	4178	10581
random2809	HD2_scaffold_11	4923762	4926770	+	3009	6402
random2810	HD2_scaffold_8	4594962	4599792	+	4831	11763
random2811	HD2_scaffold_9	5840802	5844965	+	4164	10169
random2812	HD2_scaffold_9	6955478	6965150	+	9673	24305
random2813	HD2_scaffold_12	5182711	5187150	+	4440	5888
random2814	HD2_scaffold_9	3811010	3818962	+	7953	18310
random2815	HD2_scaffold_4	8148208	8150258	+	2051	5564
random2816	HD2_scaffold_10	525619	529832	+	4214	10113
random2817	HD2_scaffold_14	103638	109394	+	5757	100555
random2818	HD2_scaffold_10	6112765	6116258	+	3494	9141
random2819	HD2_scaffold_6	2761864	2779755	+	17892	43021
random2820	HD2_scaffold_1	8697226	8711996	+	14771	36286
random2821	HD2_scaffold_4	1579931	1584049	+	4119	7810
random2822	HD2_scaffold_11	3607486	3611487	+	4002	10481
random2823	HD2_scaffold_4	1666912	1670982	+	4071	9801
random2824	HD2_scaffold_3	19849419	19863131	+	13713	28065
random2825	HD2_scaffold_7	8727084	8731586	+	4503	11312
random2826	HD2_scaffold_4	10403976	10412041	+	8066	19559
random2827	HD2_scaffold_8	2263799	2277735	+	13937	31533
random2828	HD2_scaffold_9	6237429	6247889	+	10461	25124
random2829	HD2_scaffold_637	2013	3549	+	1537	9307
random2830	HD2_scaffold_11	1755536	1762399	+	6864	16172
random2831	HD2_scaffold_6	10874410	10881765	+	7356	16470
random2832	HD2_scaffold_9	7953256	7963581	+	10326	25243
random2833	HD2_scaffold_1	24709029	24716758	+	7730	19138
random2834	HD2_scaffold_57	8005	13923	+	5919	5143
random2835	HD2_scaffold_5	2370046	2374741	+	4696	12529
random2836	HD2_scaffold_6	13960076	13964197	+	4122	10579
random2837	HD2_scaffold_7	140003	143364	+	3362	8449
random2838	HD2_scaffold_3	14452918	14457374	+	4457	11029
random2839	HD2_scaffold_10	6949763	6953936	+	4174	10083
random2840	HD2_scaffold_5	4167672	4174178	+	6507	15785
random2841	HD2_scaffold_1	14993467	15002656	+	9190	20459
random2842	HD2_scaffold_7	3431105	3438808	+	7704	17215
random2843	HD2_scaffold_3	15959595	15965496	+	5902	14683
random2844	HD2_scaffold_9	7730479	7734834	+	4356	9556
random2845	HD2_scaffold_11	1108782	1113478	+	4697	10846
random2846	HD2_scaffold_4	12294945	12298779	+	3835	11424
random2847	HD2_scaffold_1	3217489	3222475	+	4987	12112
random2848	HD2_scaffold_6	10993370	10998565	+	5196	12639
random2849	HD2_scaffold_3	2790184	2798099	+	7916	19165
random2850	HD2_scaffold_1	18085777	18088933	+	3157	8530
random2851	HD2_scaffold_1	23679954	23684321	+	4368	10461
random2852	HD2_scaffold_26	39184	44532	+	5349	335238
random2853	HD2_scaffold_5	6830917	6840930	+	10014	23655
random2854	HD2_scaffold_1	2892133	2895840	+	3708	8026
random2855	HD2_scaffold_3	8229383	8233996	+	4614	11699
random2856	HD2_scaffold_1	27027894	27031603	+	3710	9394
random2857	HD2_scaffold_11	3306598	3311615	+	5018	11703
random2858	HD2_scaffold_1	21378950	21382613	+	3664	8289
random2859	HD2_scaffold_12	6016173	6019910	+	3738	8512
random2860	HD2_scaffold_6	11673701	11679487	+	5787	13789
random2861	HD2_scaffold_4	11461294	11466558	+	5265	13659
random2862	HD2_scaffold_10	10512963	10517071	+	4109	8558
random2863	HD2_scaffold_10	11667972	11672130	+	4159	9875
random2864	HD2_scaffold_5	13014578	13018755	+	4178	8563
random2865	HD2_scaffold_5	5919290	5922298	+	3009	8394
random2866	HD2_scaffold_10	8014480	8019310	+	4831	12530
random2867	HD2_scaffold_7	8761092	8765255	+	4164	9559
random2868	HD2_scaffold_11	5554428	5564100	+	9673	18381
random2869	HD2_scaffold_1	28755048	28759487	+	4440	6867
random2870	HD2_scaffold_2	17307930	17315882	+	7953	19922
random2871	HD2_scaffold_9	9629617	9631667	+	2051	5164
random2872	HD2_scaffold_9	371321	375534	+	4214	10076
random2873	HD2_scaffold_8	6770102	6775858	+	5757	14563
random2874	HD2_scaffold_2	22005141	22008634	+	3494	8721
random2875	HD2_scaffold_6	3075510	3093401	+	17892	38017
random2876	HD2_scaffold_7	3430761	3445531	+	14771	33016
random2877	HD2_scaffold_7	6313640	6317758	+	4119	10286
random2878	HD2_scaffold_1	21174989	21178990	+	4002	10209
random2879	HD2_scaffold_11	7060062	7064132	+	4071	6315
random2880	HD2_scaffold_1	7809955	7823667	+	13713	36118
random2881	HD2_scaffold_12	1168319	1172821	+	4503	10669
random2882	HD2_scaffold_2	80712	88777	+	8066	19042
random2883	HD2_scaffold_1	15772070	15786006	+	13937	30964
random2884	HD2_scaffold_12	5902345	5912805	+	10461	22541
random2885	HD2_scaffold_2	8374235	8375771	+	1537	4183
random2886	HD2_scaffold_3	1190909	1197772	+	6864	16599
random2887	HD2_scaffold_8	304478	311833	+	7356	19398
random2888	HD2_scaffold_1	3510956	3521281	+	10326	25081
random2889	HD2_scaffold_1	21526527	21534256	+	7730	17834
random2890	HD2_scaffold_2	15709291	15715209	+	5919	13662
random2891	HD2_scaffold_5	14214519	14219214	+	4696	12671
random2892	HD2_scaffold_7	2068041	2072162	+	4122	9802
random2893	HD2_scaffold_5	7006467	7009828	+	3362	9108
random2894	HD2_scaffold_4	2252218	2256674	+	4457	11596
random2895	HD2_scaffold_9	5699720	5703893	+	4174	9941
random2896	HD2_scaffold_6	11818925	11825431	+	6507	16598
random2897	HD2_scaffold_1	29264702	29273891	+	9190	19060
random2898	HD2_scaffold_11	1597425	1605128	+	7704	18795
random2899	HD2_scaffold_12	6438311	6444212	+	5902	14561
random2900	HD2_scaffold_11	2815634	2819989	+	4356	11065
random2901	HD2_scaffold_6	10105768	10110464	+	4697	11731
random2902	HD2_scaffold_1	22635967	22639801	+	3835	10175
random2903	HD2_scaffold_1	12480851	12485837	+	4987	12529
random2904	HD2_scaffold_8	3078629	3083824	+	5196	13958
random2905	HD2_scaffold_1	17035663	17043578	+	7916	20349
random2906	HD2_scaffold_4	6050690	6053846	+	3157	8524
random2907	HD2_scaffold_10	2574003	2578370	+	4368	13604
random2908	HD2_scaffold_1	6102368	6107716	+	5349	13307
random2909	HD2_scaffold_2	14194333	14204346	+	10014	24570
random2910	HD2_scaffold_5	8752515	8756222	+	3708	9237
random2911	HD2_scaffold_9	9199527	9204140	+	4614	11384
random2912	HD2_scaffold_6	9273261	9276970	+	3710	9497
random2913	HD2_scaffold_3	12480735	12485752	+	5018	13029
random2914	HD2_scaffold_6	1808192	1811855	+	3664	8129
random2915	HD2_scaffold_2	3887571	3891308	+	3738	8838
random2916	HD2_scaffold_3	7085306	7091092	+	5787	14868
random2917	HD2_scaffold_2	9112069	9117333	+	5265	12643
random2918	HD2_scaffold_1	27092701	27096809	+	4109	10360
random2919	HD2_scaffold_3	10581754	10585912	+	4159	10301
random2920	HD2_scaffold_4	15343722	15347899	+	4178	8972
random2921	HD2_scaffold_1	7996627	7999635	+	3009	7627
random2922	HD2_scaffold_4	3952962	3957792	+	4831	11935
random2923	HD2_scaffold_9	7591984	7596147	+	4164	10427
random2924	HD2_scaffold_2	10657792	10667464	+	9673	24987
random2925	HD2_scaffold_3	485197	489636	+	4440	10966
random2926	HD2_scaffold_3	13097647	13105599	+	7953	18633
random2927	HD2_scaffold_9	9353977	9356027	+	2051	5250
random2928	HD2_scaffold_8	119004	123217	+	4214	11954
random2929	HD2_scaffold_1	17877918	17883674	+	5757	10244
random2930	HD2_scaffold_8	1292581	1296074	+	3494	8862
random2931	HD2_scaffold_2	19347181	19365072	+	17892	42923
random2932	HD2_scaffold_2	8116129	8130899	+	14771	34945
random2933	HD2_scaffold_6	13968187	13972305	+	4119	10381
random2934	HD2_scaffold_3	682624	686625	+	4002	10241
random2935	HD2_scaffold_10	3488191	3492261	+	4071	9585
random2936	HD2_scaffold_2	16253070	16266782	+	13713	33912
random2937	HD2_scaffold_1	15835564	15840066	+	4503	11213
random2938	HD2_scaffold_2	19281895	19289960	+	8066	19856
random2939	HD2_scaffold_8	3981524	3995460	+	13937	34762
random2940	HD2_scaffold_6	10216369	10226829	+	10461	25677
random2941	HD2_scaffold_1	1843908	1845444	+	1537	4277
random2942	HD2_scaffold_1	26815115	26821978	+	6864	15153
random2943	HD2_scaffold_7	4408645	4416000	+	7356	17838
random2944	HD2_scaffold_1	25558782	25569107	+	10326	22150
random2945	HD2_scaffold_1	6418364	6426093	+	7730	18623
random2946	HD2_scaffold_8	3899100	3905018	+	5919	14719
random2947	HD2_scaffold_3	12745836	12750531	+	4696	11448
random2948	HD2_scaffold_7	3412509	3416630	+	4122	10164
random2949	HD2_scaffold_5	9281993	9285354	+	3362	8583
random2950	HD2_scaffold_11	67000	71456	+	4457	11009
random2951	HD2_scaffold_2	6165102	6169275	+	4174	10151
random2952	HD2_scaffold_11	2791970	2798476	+	6507	13237
random2953	HD2_scaffold_6	9977479	9986668	+	9190	21867
random2954	HD2_scaffold_1	8674313	8682016	+	7704	18459
random2955	HD2_scaffold_1	22774535	22780436	+	5902	13791
random2956	HD2_scaffold_7	6015521	6019876	+	4356	10824
random2957	HD2_scaffold_44	44002	48698	+	4697	28040
random2958	HD2_scaffold_6	574744	578578	+	3835	4544
random2959	HD2_scaffold_7	12290494	12295480	+	4987	14463
random2960	HD2_scaffold_6	8477926	8483121	+	5196	13278
random2961	HD2_scaffold_1	6842196	6850111	+	7916	20228
random2962	HD2_scaffold_3	15806347	15809503	+	3157	8581
random2963	HD2_scaffold_6	11144279	11148646	+	4368	6070
random2964	HD2_scaffold_6	5874425	5879773	+	5349	13567
random2965	HD2_scaffold_11	1142890	1152903	+	10014	23647
random2966	HD2_scaffold_1	21132398	21136105	+	3708	9368
random2967	HD2_scaffold_4	6330765	6335378	+	4614	11218
random2968	HD2_scaffold_10	3696006	3699715	+	3710	9657
random2969	HD2_scaffold_1	16822715	16827732	+	5018	11562
random2970	HD2_scaffold_5	9853916	9857579	+	3664	9516
random2971	HD2_scaffold_7	1203838	1207575	+	3738	9130
random2972	HD2_scaffold_4	15744167	15749953	+	5787	14313
random2973	HD2_scaffold_2	683828	689092	+	5265	9768
random2974	HD2_scaffold_11	4083978	4088086	+	4109	9804
random2975	HD2_scaffold_4	8899332	8903490	+	4159	10341
random2976	HD2_scaffold_1	25681754	25685931	+	4178	9363
random2977	HD2_scaffold_10	4199652	4202660	+	3009	7438
random2978	HD2_scaffold_4	10084675	10089505	+	4831	12249
random2979	HD2_scaffold_3	464415	468578	+	4164	10820
random2980	HD2_scaffold_7	3443202	3452874	+	9673	22302
random2981	HD2_scaffold_1	26083115	26087554	+	4440	11777
random2982	HD2_scaffold_1	15980900	15988852	+	7953	18982
random2983	HD2_scaffold_1	26659622	26661672	+	2051	5986
random2984	HD2_scaffold_41	19479	23692	+	4214	11081
random2985	HD2_scaffold_4	5650651	5656407	+	5757	13192
random2986	HD2_scaffold_12	2137218	2140711	+	3494	8651
random2987	HD2_scaffold_10	3227907	3245798	+	17892	43197
random2988	HD2_scaffold_4	13437653	13452423	+	14771	33812
random2989	HD2_scaffold_8	5973563	5977681	+	4119	10158
random2990	HD2_scaffold_2	15868594	15872595	+	4002	9760
random2991	HD2_scaffold_7	746936	751006	+	4071	8694
random2992	HD2_scaffold_5	11983986	11997698	+	13713	30371
random2993	HD2_scaffold_12	17353	21855	+	4503	6918
random2994	HD2_scaffold_1	28375559	28383624	+	8066	18847
random2995	HD2_scaffold_1	5342931	5356867	+	13937	32395
random2996	HD2_scaffold_5	10922919	10933379	+	10461	25614
random2997	HD2_scaffold_4	13216681	13218217	+	1537	3970
random2998	HD2_scaffold_7	6150729	6157592	+	6864	16855
random2999	HD2_scaffold_2	10403149	10410504	+	7356	17215
random3000	HD2_scaffold_1	13392039	13402364	+	10326	28509
random3001	HD2_scaffold_2	11733179	11740908	+	7730	19506
random3002	HD2_scaffold_1	6132668	6138586	+	5919	13910
random3003	HD2_scaffold_1	6121970	6126665	+	4696	11102
random3004	HD2_scaffold_1	16902199	16906320	+	4122	9864
random3005	HD2_scaffold_12	4060156	4063517	+	3362	8052
random3006	HD2_scaffold_3	18561797	18566253	+	4457	8886
random3007	HD2_scaffold_1	18286517	18290690	+	4174	10065
random3008	HD2_scaffold_1	26115439	26121945	+	6507	16654
random3009	HD2_scaffold_3	14869738	14878927	+	9190	23138
random3010	HD2_scaffold_10	3626843	3634546	+	7704	20805
random3011	HD2_scaffold_5	10869888	10875789	+	5902	15014
random3012	HD2_scaffold_4	10882790	10887145	+	4356	11011
random3013	HD2_scaffold_3	1834391	1839087	+	4697	12052
random3014	HD2_scaffold_6	8777030	8780864	+	3835	9427
random3015	HD2_scaffold_3	2150137	2155123	+	4987	12735
random3016	HD2_scaffold_3	15930226	15935421	+	5196	13025
random3017	HD2_scaffold_10	6847253	6855168	+	7916	19041
random3018	HD2_scaffold_11	5212753	5215909	+	3157	4854
random3019	HD2_scaffold_2	15990068	15994435	+	4368	11502
random3020	HD2_scaffold_12	136199	141547	+	5349	12673
random3021	HD2_scaffold_5	9806686	9816699	+	10014	25823
random3022	HD2_scaffold_10	7499734	7503441	+	3708	9182
random3023	HD2_scaffold_6	5438263	5442876	+	4614	11219
random3024	HD2_scaffold_7	4194889	4198598	+	3710	9679
random3025	HD2_scaffold_5	2384161	2389178	+	5018	13517
random3026	HD2_scaffold_6	10877385	10881048	+	3664	9281
random3027	HD2_scaffold_4	2463025	2466762	+	3738	8780
random3028	HD2_scaffold_9	3293823	3299609	+	5787	13803
random3029	HD2_scaffold_1	21134013	21139277	+	5265	13458
random3030	HD2_scaffold_4	14496590	14500698	+	4109	8479
random3031	HD2_scaffold_9	9321916	9326074	+	4159	10327
random3032	HD2_scaffold_1	25012563	25016740	+	4178	9144
random3033	HD2_scaffold_5	7941469	7944477	+	3009	7964
random3034	HD2_scaffold_5	13453096	13457926	+	4831	11543
random3035	HD2_scaffold_11	1537274	1541437	+	4164	9166
random3036	HD2_scaffold_6	2707960	2717632	+	9673	22576
random3037	HD2_scaffold_4	5066659	5071098	+	4440	9798
random3038	HD2_scaffold_11	7085665	7093617	+	7953	18262
random3039	HD2_scaffold_8	1043350	1045400	+	2051	5231
random3040	HD2_scaffold_11	393380	397593	+	4214	10133
random3041	HD2_scaffold_3	5724582	5730338	+	5757	13568
random3042	HD2_scaffold_1	14865265	14868758	+	3494	8367
random3043	HD2_scaffold_3	6746923	6764814	+	17892	44353
random3044	HD2_scaffold_6	12670796	12685566	+	14771	36213
random3045	HD2_scaffold_1	23999894	24004012	+	4119	10594
random3046	HD2_scaffold_10	5251973	5255974	+	4002	9904
random3047	HD2_scaffold_5	5484872	5488942	+	4071	10411
random3048	HD2_scaffold_150	14001	27713	+	13713	35460
random3049	HD2_scaffold_19	53276	57778	+	4503	17050
random3050	HD2_scaffold_8	11138499	11146564	+	8066	17000
random3051	HD2_scaffold_5	14148307	14162243	+	13937	31124
random3052	HD2_scaffold_1	14264580	14275040	+	10461	24467
random3053	HD2_scaffold_5	10850836	10852372	+	1537	4255
random3054	HD2_scaffold_4	13618387	13625250	+	6864	17545
random3055	HD2_scaffold_2	8913604	8920959	+	7356	18324
random3056	HD2_scaffold_3	9671269	9681594	+	10326	22026
random3057	HD2_scaffold_3	714704	722433	+	7730	18813
random3058	HD2_scaffold_10	7905631	7911549	+	5919	15317
random3059	HD2_scaffold_6	12162577	12167272	+	4696	11205
random3060	HD2_scaffold_10	4209276	4213397	+	4122	9598
random3061	HD2_scaffold_2	9844913	9848274	+	3362	9736
random3062	HD2_scaffold_5	5718602	5723058	+	4457	11171
random3063	HD2_scaffold_20	70975	75148	+	4174	11626
random3064	HD2_scaffold_2	12380152	12386658	+	6507	16505
random3065	HD2_scaffold_3	6999816	7009005	+	9190	23084
random3066	HD2_scaffold_1	25243428	25251131	+	7704	12382
random3067	HD2_scaffold_2	12337859	12343760	+	5902	14552
random3068	HD2_scaffold_3	7306868	7311223	+	4356	11015
random3069	HD2_scaffold_3	665998	670694	+	4697	11033
random3070	HD2_scaffold_1	6348884	6352718	+	3835	10029
random3071	HD2_scaffold_3	9076474	9081460	+	4987	12305
random3072	HD2_scaffold_5	10160170	10165365	+	5196	13462
random3073	HD2_scaffold_11	6491041	6498956	+	7916	18659
random3074	HD2_scaffold_9	755180	758336	+	3157	7114
random3075	HD2_scaffold_1	20141721	20146088	+	4368	11136
random3076	HD2_scaffold_3	1506133	1511481	+	5349	12778
random3077	HD2_scaffold_4	11853098	11863111	+	10014	23653
random3078	HD2_scaffold_8	2186532	2190239	+	3708	8903
random3079	HD2_scaffold_5	5846250	5850863	+	4614	11155
random3080	HD2_scaffold_2	9411997	9415706	+	3710	8259
random3081	HD2_scaffold_7	376469	381486	+	5018	11439
random3082	HD2_scaffold_9	7907139	7910802	+	3664	9129
random3083	HD2_scaffold_3	10331072	10334809	+	3738	9428
random3084	HD2_scaffold_1	27104277	27110063	+	5787	14309
random3085	HD2_scaffold_7	4324118	4329382	+	5265	12397
random3086	HD2_scaffold_4	12718467	12722575	+	4109	10010
random3087	HD2_scaffold_4	5061155	5065313	+	4159	10435
random3088	HD2_scaffold_1	17229101	17233278	+	4178	10658
random3089	HD2_scaffold_2	19646936	19649944	+	3009	8847
random3090	HD2_scaffold_12	5467976	5472806	+	4831	9968
random3091	HD2_scaffold_4	14396263	14400426	+	4164	8343
random3092	HD2_scaffold_5	5955332	5965004	+	9673	22792
random3093	HD2_scaffold_7	8903813	8908252	+	4440	10658
random3094	HD2_scaffold_159	6655	14607	+	7953	62651
random3095	HD2_scaffold_9	12090365	12092415	+	2051	4928
random3096	HD2_scaffold_7	14406643	14410856	+	4214	10061
random3097	HD2_scaffold_1	27472839	27478595	+	5757	13264
random3098	HD2_scaffold_8	12329555	12333048	+	3494	9246
random3099	HD2_scaffold_5	9993874	10011765	+	17892	42530
random3100	HD2_scaffold_6	14176295	14191065	+	14771	34182
random3101	HD2_scaffold_6	9300681	9304799	+	4119	10529
random3102	HD2_scaffold_7	1894882	1898883	+	4002	9775
random3103	HD2_scaffold_1	23843815	23847885	+	4071	9460
random3104	HD2_scaffold_12	1627143	1640855	+	13713	34340
random3105	HD2_scaffold_9	6994225	6998727	+	4503	11057
random3106	HD2_scaffold_5	4454863	4462928	+	8066	19585
random3107	HD2_scaffold_8	6984042	6997978	+	13937	32584
random3108	HD2_scaffold_1	24074937	24085397	+	10461	25933
random3109	HD2_scaffold_2	8473074	8474610	+	1537	4281
random3110	HD2_scaffold_3	12389130	12395993	+	6864	16875
random3111	HD2_scaffold_2	10095280	10102635	+	7356	18129
random3112	HD2_scaffold_2	6869203	6879528	+	10326	23091
random3113	HD2_scaffold_10	3454449	3462178	+	7730	16715
random3114	HD2_scaffold_1	10567269	10573187	+	5919	14885
random3115	HD2_scaffold_1	21605440	21610135	+	4696	11289
random3116	HD2_scaffold_4	7980066	7984187	+	4122	10442
random3117	HD2_scaffold_3	16596833	16600194	+	3362	8248
random3118	HD2_scaffold_9	5228548	5233004	+	4457	11716
random3119	HD2_scaffold_2	8927231	8931404	+	4174	10673
random3120	HD2_scaffold_10	5695596	5702102	+	6507	16085
random3121	HD2_scaffold_6	12286982	12296171	+	9190	20276
random3122	HD2_scaffold_1	27308738	27316441	+	7704	13330
random3123	HD2_scaffold_3	13175477	13181378	+	5902	13824
random3124	HD2_scaffold_3	17324625	17328980	+	4356	10540
random3125	HD2_scaffold_1	4512653	4517349	+	4697	11577
random3126	HD2_scaffold_7	13337080	13340914	+	3835	9109
random3127	HD2_scaffold_1	23407071	23412057	+	4987	12262
random3128	HD2_scaffold_1	7129977	7135172	+	5196	11398
random3129	HD2_scaffold_8	6744304	6752219	+	7916	18883
random3130	HD2_scaffold_2	2434907	2438063	+	3157	7414
random3131	HD2_scaffold_2	10171646	10176013	+	4368	10873
random3132	HD2_scaffold_5	10356625	10361973	+	5349	15062
random3133	HD2_scaffold_2	16952144	16962157	+	10014	24532
random3134	HD2_scaffold_4	1956885	1960592	+	3708	9530
random3135	HD2_scaffold_7	4550577	4555190	+	4614	11264
random3136	HD2_scaffold_9	9538584	9542293	+	3710	9537
random3137	HD2_scaffold_1	28935999	28941016	+	5018	11166
random3138	HD2_scaffold_3	15777285	15780948	+	3664	10091
random3139	HD2_scaffold_1	4812330	4816067	+	3738	10121
random3140	HD2_scaffold_1	12688491	12694277	+	5787	14534
random3141	HD2_scaffold_4	15402798	15408062	+	5265	11961
random3142	HD2_scaffold_5	6852784	6856892	+	4109	12615
random3143	HD2_scaffold_6	13337925	13342083	+	4159	10511
random3144	HD2_scaffold_8	11985068	11989245	+	4178	10600
random3145	HD2_scaffold_3	2839162	2842170	+	3009	7485
random3146	HD2_scaffold_4	5892025	5896855	+	4831	11912
random3147	HD2_scaffold_181	14638	18801	+	4164	76516
random3148	HD2_scaffold_3	3561759	3571431	+	9673	20313
random3149	HD2_scaffold_10	1242604	1247043	+	4440	8740
random3150	HD2_scaffold_11	1836997	1844949	+	7953	19987
random3151	HD2_scaffold_2	14582746	14584796	+	2051	5515
random3152	HD2_scaffold_8	7291009	7295222	+	4214	9218
random3153	HD2_scaffold_5	13716456	13722212	+	5757	14259
random3154	HD2_scaffold_1	17198065	17201558	+	3494	9102
random3155	HD2_scaffold_2	17220	35111	+	17892	44484
random3156	HD2_scaffold_4	3406453	3421223	+	14771	36141
random3157	HD2_scaffold_8	4724584	4728702	+	4119	10260
random3158	HD2_scaffold_4	9857554	9861555	+	4002	10178
random3159	HD2_scaffold_6	8295855	8299925	+	4071	11099
random3160	HD2_scaffold_6	13412251	13425963	+	13713	33511
random3161	HD2_scaffold_1	12162467	12166969	+	4503	11001
random3162	HD2_scaffold_10	2615329	2623394	+	8066	19634
random3163	HD2_scaffold_3	19919362	19933298	+	13937	35318
random3164	HD2_scaffold_1	19531642	19542102	+	10461	25513
random3165	HD2_scaffold_1	1620598	1622134	+	1537	3271
random3166	HD2_scaffold_1	22372429	22379292	+	6864	16447
random3167	HD2_scaffold_6	3523705	3531060	+	7356	16524
random3168	HD2_scaffold_9	10736273	10746598	+	10326	22967
random3169	HD2_scaffold_11	5372536	5380265	+	7730	18055
random3170	HD2_scaffold_5	965728	971646	+	5919	15433
random3171	HD2_scaffold_150	22587	27282	+	4696	12455
random3172	HD2_scaffold_4	15075115	15079236	+	4122	9633
random3173	HD2_scaffold_5	3967315	3970676	+	3362	8020
random3174	HD2_scaffold_5	1250809	1255265	+	4457	11150
random3175	HD2_scaffold_5	4600384	4604557	+	4174	10265
