# Program:featureCounts v2.0.1; Command:"featureCounts" "../St3.bam" "-a" "Hd2_EVErep.randoms.gff" "-o" "St3.Hd2_EVErep.randoms.counts.txt" "-t" "random loci" "-g" "locus" "-C" "-p" "-s" "0" "-O" "-T" "12" 
Geneid	Chr	Start	End	Strand	Length	../St3.bam
random2633	HD2_scaffold_1	18434921	18439938	+	5018	4569
random2634	HD2_scaffold_5	11319068	11322731	+	3664	3689
random2635	HD2_scaffold_2	19551679	19555416	+	3738	3790
random2636	HD2_scaffold_10	10405180	10410966	+	5787	5721
random2637	HD2_scaffold_86	13697	18961	+	5265	14567
random2638	HD2_scaffold_10	6343213	6347321	+	4109	3895
random2639	HD2_scaffold_4	11794825	11798983	+	4159	4113
random2640	HD2_scaffold_1	3255485	3259662	+	4178	4130
random2641	HD2_scaffold_12	2998770	3001778	+	3009	2313
random2642	HD2_scaffold_11	1294333	1299163	+	4831	4208
random2643	HD2_scaffold_9	2051742	2055905	+	4164	3891
random2644	HD2_scaffold_6	1706422	1716094	+	9673	8089
random2645	HD2_scaffold_2	14821511	14825950	+	4440	4115
random2646	HD2_scaffold_1	20952483	20960435	+	7953	7632
random2647	HD2_scaffold_3	5987651	5989701	+	2051	2207
random2648	HD2_scaffold_5	10789449	10793662	+	4214	3939
random2649	HD2_scaffold_4	1542699	1548455	+	5757	5636
random2650	HD2_scaffold_3	78999	82492	+	3494	3624
random2651	HD2_scaffold_2	18913821	18931712	+	17892	15710
random2652	HD2_scaffold_3	2903356	2918126	+	14771	13548
random2653	HD2_scaffold_11	5159464	5163582	+	4119	4041
random2654	HD2_scaffold_3	6006164	6010165	+	4002	5375
random2655	HD2_scaffold_9	399470	403540	+	4071	4059
random2656	HD2_scaffold_6	13081806	13095518	+	13713	15855
random2657	HD2_scaffold_17	58774	63276	+	4503	13612
random2658	HD2_scaffold_4	9877165	9885230	+	8066	7621
random2659	HD2_scaffold_7	7291879	7305815	+	13937	13013
random2660	HD2_scaffold_3	3074120	3084580	+	10461	10044
random2661	HD2_scaffold_6	1907173	1908709	+	1537	1489
random2662	HD2_scaffold_4	3110332	3117195	+	6864	6472
random2663	HD2_scaffold_7	1676036	1683391	+	7356	6539
random2664	HD2_scaffold_8	1786692	1797017	+	10326	10373
random2665	HD2_scaffold_100	13627	21356	+	7730	10230
random2666	HD2_scaffold_11	6749478	6755396	+	5919	4030
random2667	HD2_scaffold_7	7914506	7919201	+	4696	4376
random2668	HD2_scaffold_11	5988646	5992767	+	4122	3415
random2669	HD2_scaffold_10	9266801	9270162	+	3362	3278
random2670	HD2_scaffold_8	977927	982383	+	4457	4062
random2671	HD2_scaffold_3	19283832	19288005	+	4174	5248
random2672	HD2_scaffold_1	13213647	13220153	+	6507	6462
random2673	HD2_scaffold_3	8820993	8830182	+	9190	8347
random2674	HD2_scaffold_11	2152782	2160485	+	7704	7116
random2675	HD2_scaffold_6	7404623	7410524	+	5902	6223
random2676	HD2_scaffold_4	9710823	9715178	+	4356	4280
random2677	HD2_scaffold_8	7941026	7945722	+	4697	3874
random2678	HD2_scaffold_2	13711607	13715441	+	3835	3805
random2679	HD2_scaffold_1	26365289	26370275	+	4987	4771
random2680	HD2_scaffold_2	17507125	17512320	+	5196	4932
random2681	HD2_scaffold_9	1625414	1633329	+	7916	7899
random2682	HD2_scaffold_1	8315029	8318185	+	3157	3139
random2683	HD2_scaffold_1	22452211	22456578	+	4368	4620
random2684	HD2_scaffold_4	5250611	5255959	+	5349	5192
random2685	HD2_scaffold_11	5514529	5524542	+	10014	8263
random2686	HD2_scaffold_4	6431310	6435017	+	3708	4012
random2687	HD2_scaffold_11	5987745	5992358	+	4614	3338
random2688	HD2_scaffold_3	17429402	17433111	+	3710	3829
random2689	HD2_scaffold_125	15813	20830	+	5018	3668
random2690	HD2_scaffold_11	892533	896196	+	3664	3585
random2691	HD2_scaffold_1	15286682	15290419	+	3738	3253
random2692	HD2_scaffold_84	10994	16780	+	5787	4075
random2693	HD2_scaffold_1	26170044	26175308	+	5265	5283
random2694	HD2_scaffold_6	2596098	2600206	+	4109	3247
random2695	HD2_scaffold_6	11962547	11966705	+	4159	16719
random2696	HD2_scaffold_1	10120753	10124930	+	4178	4203
random2697	HD2_scaffold_5	6580548	6583556	+	3009	3100
random2698	HD2_scaffold_11	1219994	1224824	+	4831	4674
random2699	HD2_scaffold_4	11001656	11005819	+	4164	5539
random2700	HD2_scaffold_2	8999123	9008795	+	9673	8923
random2701	HD2_scaffold_2	5461736	5466175	+	4440	4157
random2702	HD2_scaffold_5	5915504	5923456	+	7953	7513
random2703	HD2_scaffold_7	7620773	7622823	+	2051	2263
random2704	HD2_scaffold_1	5884569	5888782	+	4214	3940
random2705	HD2_scaffold_2	10597368	10603124	+	5757	5201
random2706	HD2_scaffold_2	17385170	17388663	+	3494	3473
random2707	HD2_scaffold_5	10515080	10532971	+	17892	16122
random2708	HD2_scaffold_4	3606060	3620830	+	14771	14570
random2709	HD2_scaffold_1	2426488	2430606	+	4119	4120
random2710	HD2_scaffold_3	3532465	3536466	+	4002	3764
random2711	HD2_scaffold_8	9386483	9390553	+	4071	10135
random2712	HD2_scaffold_5	6584943	6598655	+	13713	13212
random2713	HD2_scaffold_10	3380410	3384912	+	4503	4066
random2714	HD2_scaffold_5	3143203	3151268	+	8066	7372
random2715	HD2_scaffold_2	21119690	21133626	+	13937	12644
random2716	HD2_scaffold_9	3895521	3905981	+	10461	9584
random2717	HD2_scaffold_1	18908816	18910352	+	1537	1502
random2718	HD2_scaffold_1	15092514	15099377	+	6864	6269
random2719	HD2_scaffold_1	7464357	7471712	+	7356	7388
random2720	HD2_scaffold_8	11693933	11704258	+	10326	7761
random2721	HD2_scaffold_3	9254188	9261917	+	7730	7066
random2722	HD2_scaffold_3	4575563	4581481	+	5919	6034
random2723	HD2_scaffold_5	10977048	10981743	+	4696	4395
random2724	HD2_scaffold_4	10359165	10363286	+	4122	4213
random2725	HD2_scaffold_7	4804973	4808334	+	3362	2677
random2726	HD2_scaffold_6	453045	457501	+	4457	4296
random2727	HD2_scaffold_4	3458645	3462818	+	4174	4034
random2728	HD2_scaffold_11	2908566	2915072	+	6507	5516
random2729	HD2_scaffold_3	6191436	6200625	+	9190	8607
random2730	HD2_scaffold_1	2431974	2439677	+	7704	7263
random2731	HD2_scaffold_2	18355127	18361028	+	5902	8268
random2732	HD2_scaffold_116	7840	12195	+	4356	7261
random2733	HD2_scaffold_2	21933924	21938620	+	4697	4772
random2734	HD2_scaffold_2	4945255	4949089	+	3835	3380
random2735	HD2_scaffold_10	9229008	9233994	+	4987	4769
random2736	HD2_scaffold_11	3398599	3403794	+	5196	5583
random2737	HD2_scaffold_2	1201731	1209646	+	7916	2604
random2738	HD2_scaffold_10	8236240	8239396	+	3157	2932
random2739	HD2_scaffold_2	16904322	16908689	+	4368	4140
random2740	HD2_scaffold_3	2555683	2561031	+	5349	4917
random2741	HD2_scaffold_6	9558736	9568749	+	10014	9955
random2742	HD2_scaffold_12	3125771	3129478	+	3708	3500
random2743	HD2_scaffold_6	4459246	4463859	+	4614	4654
random2744	HD2_scaffold_268	8806	12515	+	3710	2900
random2745	HD2_scaffold_8	6642851	6647868	+	5018	5215
random2746	HD2_scaffold_6	8810719	8814382	+	3664	3791
random2747	HD2_scaffold_2	10082840	10086577	+	3738	3266
random2748	HD2_scaffold_2	18036661	18042447	+	5787	5763
random2749	HD2_scaffold_11	6363273	6368537	+	5265	5217
random2750	HD2_scaffold_9	6799632	6803740	+	4109	3974
random2751	HD2_scaffold_2	18970741	18974899	+	4159	5658
random2752	HD2_scaffold_10	3519814	3523991	+	4178	3971
random2753	HD2_scaffold_2	12270586	12273594	+	3009	3129
random2754	HD2_scaffold_10	9769090	9773920	+	4831	4421
random2755	HD2_scaffold_1	22926026	22930189	+	4164	4054
random2756	HD2_scaffold_2	18999192	19008864	+	9673	9435
random2757	HD2_scaffold_6	10714594	10719033	+	4440	4409
random2758	HD2_scaffold_299	4273	12225	+	7953	11979
random2759	HD2_scaffold_3	13272015	13274065	+	2051	1908
random2760	HD2_scaffold_6	6938530	6942743	+	4214	4390
random2761	HD2_scaffold_6	968051	973807	+	5757	3936
random2762	HD2_scaffold_4	12759218	12762711	+	3494	3569
random2763	HD2_scaffold_2	4447797	4465688	+	17892	16572
random2764	HD2_scaffold_11	4167936	4182706	+	14771	12305
random2765	HD2_scaffold_2	5025457	5029575	+	4119	4317
random2766	HD2_scaffold_10	3501796	3505797	+	4002	3801
random2767	HD2_scaffold_4	3023812	3027882	+	4071	4270
random2768	HD2_scaffold_1	13475828	13489540	+	13713	12012
random2769	HD2_scaffold_4	2846264	2850766	+	4503	4425
random2770	HD2_scaffold_134	6912	14977	+	8066	6946
random2771	HD2_scaffold_12	3706600	3720536	+	13937	12665
random2772	HD2_scaffold_5	3665116	3675576	+	10461	10470
random2773	HD2_scaffold_3	17306795	17308331	+	1537	1785
random2774	HD2_scaffold_439	1625	8488	+	6864	3668
random2775	HD2_scaffold_6	6389286	6396641	+	7356	7394
random2776	HD2_scaffold_8	1915154	1925479	+	10326	9928
random2777	HD2_scaffold_4	8742318	8750047	+	7730	7769
random2778	HD2_scaffold_7	3910072	3915990	+	5919	5566
random2779	HD2_scaffold_10	6112905	6117600	+	4696	4601
random2780	HD2_scaffold_3	2007895	2012016	+	4122	4153
random2781	HD2_scaffold_4	12474813	12478174	+	3362	3116
random2782	HD2_scaffold_3	6446432	6450888	+	4457	4334
random2783	HD2_scaffold_12	2185061	2189234	+	4174	3895
random2784	HD2_scaffold_3	20770882	20777388	+	6507	8605
random2785	HD2_scaffold_10	9111961	9121150	+	9190	8570
random2786	HD2_scaffold_5	6043685	6051388	+	7704	7111
random2787	HD2_scaffold_7	4790720	4796621	+	5902	4851
random2788	HD2_scaffold_1	20814866	20819221	+	4356	4100
random2789	HD2_scaffold_120	1715	6411	+	4697	13100
random2790	HD2_scaffold_4	12137339	12141173	+	3835	3562
random2791	HD2_scaffold_9	7436558	7441544	+	4987	4884
random2792	HD2_scaffold_4	6331962	6337157	+	5196	5230
random2793	HD2_scaffold_8	7405501	7413416	+	7916	6777
random2794	HD2_scaffold_4	11515912	11519068	+	3157	3280
random2795	HD2_scaffold_5	2496117	2500484	+	4368	4420
random2796	HD2_scaffold_10	10937794	10943142	+	5349	5223
random2797	HD2_scaffold_6	9930431	9940444	+	10014	9620
random2798	HD2_scaffold_3	10935481	10939188	+	3708	4741
random2799	HD2_scaffold_2	9196735	9201348	+	4614	4953
random2800	HD2_scaffold_3	4068081	4071790	+	3710	3798
random2801	HD2_scaffold_3	6455629	6460646	+	5018	4856
random2802	HD2_scaffold_11	2872994	2876657	+	3664	3963
random2803	HD2_scaffold_1	13809262	13812999	+	3738	4097
random2804	HD2_scaffold_10	9923238	9929024	+	5787	5294
random2805	HD2_scaffold_8	50015	55279	+	5265	8359
random2806	HD2_scaffold_9	6793823	6797931	+	4109	3758
random2807	HD2_scaffold_1	16218827	16222985	+	4159	3966
random2808	HD2_scaffold_3	6858577	6862754	+	4178	3903
random2809	HD2_scaffold_11	4923762	4926770	+	3009	2581
random2810	HD2_scaffold_8	4594962	4599792	+	4831	4849
random2811	HD2_scaffold_9	5840802	5844965	+	4164	4276
random2812	HD2_scaffold_9	6955478	6965150	+	9673	9992
random2813	HD2_scaffold_12	5182711	5187150	+	4440	2395
random2814	HD2_scaffold_9	3811010	3818962	+	7953	6960
random2815	HD2_scaffold_4	8148208	8150258	+	2051	2105
random2816	HD2_scaffold_10	525619	529832	+	4214	4086
random2817	HD2_scaffold_14	103638	109394	+	5757	42132
random2818	HD2_scaffold_10	6112765	6116258	+	3494	3382
random2819	HD2_scaffold_6	2761864	2779755	+	17892	16279
random2820	HD2_scaffold_1	8697226	8711996	+	14771	13562
random2821	HD2_scaffold_4	1579931	1584049	+	4119	3045
random2822	HD2_scaffold_11	3607486	3611487	+	4002	4027
random2823	HD2_scaffold_4	1666912	1670982	+	4071	3874
random2824	HD2_scaffold_3	19849419	19863131	+	13713	11865
random2825	HD2_scaffold_7	8727084	8731586	+	4503	4334
random2826	HD2_scaffold_4	10403976	10412041	+	8066	7882
random2827	HD2_scaffold_8	2263799	2277735	+	13937	13315
random2828	HD2_scaffold_9	6237429	6247889	+	10461	9086
random2829	HD2_scaffold_637	2013	3549	+	1537	5019
random2830	HD2_scaffold_11	1755536	1762399	+	6864	6617
random2831	HD2_scaffold_6	10874410	10881765	+	7356	6534
random2832	HD2_scaffold_9	7953256	7963581	+	10326	10263
random2833	HD2_scaffold_1	24709029	24716758	+	7730	8170
random2834	HD2_scaffold_57	8005	13923	+	5919	2046
random2835	HD2_scaffold_5	2370046	2374741	+	4696	4638
random2836	HD2_scaffold_6	13960076	13964197	+	4122	4285
random2837	HD2_scaffold_7	140003	143364	+	3362	3652
random2838	HD2_scaffold_3	14452918	14457374	+	4457	4559
random2839	HD2_scaffold_10	6949763	6953936	+	4174	3955
random2840	HD2_scaffold_5	4167672	4174178	+	6507	5854
random2841	HD2_scaffold_1	14993467	15002656	+	9190	7919
random2842	HD2_scaffold_7	3431105	3438808	+	7704	7220
random2843	HD2_scaffold_3	15959595	15965496	+	5902	6358
random2844	HD2_scaffold_9	7730479	7734834	+	4356	4035
random2845	HD2_scaffold_11	1108782	1113478	+	4697	4164
random2846	HD2_scaffold_4	12294945	12298779	+	3835	4056
random2847	HD2_scaffold_1	3217489	3222475	+	4987	4849
random2848	HD2_scaffold_6	10993370	10998565	+	5196	5104
random2849	HD2_scaffold_3	2790184	2798099	+	7916	7529
random2850	HD2_scaffold_1	18085777	18088933	+	3157	3497
random2851	HD2_scaffold_1	23679954	23684321	+	4368	3967
random2852	HD2_scaffold_26	39184	44532	+	5349	130898
random2853	HD2_scaffold_5	6830917	6840930	+	10014	9684
random2854	HD2_scaffold_1	2892133	2895840	+	3708	2960
random2855	HD2_scaffold_3	8229383	8233996	+	4614	4774
random2856	HD2_scaffold_1	27027894	27031603	+	3710	3511
random2857	HD2_scaffold_11	3306598	3311615	+	5018	4740
random2858	HD2_scaffold_1	21378950	21382613	+	3664	3215
random2859	HD2_scaffold_12	6016173	6019910	+	3738	3415
random2860	HD2_scaffold_6	11673701	11679487	+	5787	5110
random2861	HD2_scaffold_4	11461294	11466558	+	5265	5016
random2862	HD2_scaffold_10	10512963	10517071	+	4109	3308
random2863	HD2_scaffold_10	11667972	11672130	+	4159	3084
random2864	HD2_scaffold_5	13014578	13018755	+	4178	3415
random2865	HD2_scaffold_5	5919290	5922298	+	3009	3082
random2866	HD2_scaffold_10	8014480	8019310	+	4831	4699
random2867	HD2_scaffold_7	8761092	8765255	+	4164	3709
random2868	HD2_scaffold_11	5554428	5564100	+	9673	7700
random2869	HD2_scaffold_1	28755048	28759487	+	4440	2790
random2870	HD2_scaffold_2	17307930	17315882	+	7953	8074
random2871	HD2_scaffold_9	9629617	9631667	+	2051	1981
random2872	HD2_scaffold_9	371321	375534	+	4214	3967
random2873	HD2_scaffold_8	6770102	6775858	+	5757	5369
random2874	HD2_scaffold_2	22005141	22008634	+	3494	3564
random2875	HD2_scaffold_6	3075510	3093401	+	17892	15699
random2876	HD2_scaffold_7	3430761	3445531	+	14771	13613
random2877	HD2_scaffold_7	6313640	6317758	+	4119	3720
random2878	HD2_scaffold_1	21174989	21178990	+	4002	3955
random2879	HD2_scaffold_11	7060062	7064132	+	4071	2303
random2880	HD2_scaffold_1	7809955	7823667	+	13713	14644
random2881	HD2_scaffold_12	1168319	1172821	+	4503	4266
random2882	HD2_scaffold_2	80712	88777	+	8066	12302
random2883	HD2_scaffold_1	15772070	15786006	+	13937	12511
random2884	HD2_scaffold_12	5902345	5912805	+	10461	9141
random2885	HD2_scaffold_2	8374235	8375771	+	1537	1650
random2886	HD2_scaffold_3	1190909	1197772	+	6864	6137
random2887	HD2_scaffold_8	304478	311833	+	7356	7120
random2888	HD2_scaffold_1	3510956	3521281	+	10326	9730
random2889	HD2_scaffold_1	21526527	21534256	+	7730	6892
random2890	HD2_scaffold_2	15709291	15715209	+	5919	5623
random2891	HD2_scaffold_5	14214519	14219214	+	4696	4386
random2892	HD2_scaffold_7	2068041	2072162	+	4122	3521
random2893	HD2_scaffold_5	7006467	7009828	+	3362	3264
random2894	HD2_scaffold_4	2252218	2256674	+	4457	4416
random2895	HD2_scaffold_9	5699720	5703893	+	4174	3775
random2896	HD2_scaffold_6	11818925	11825431	+	6507	5954
random2897	HD2_scaffold_1	29264702	29273891	+	9190	8475
random2898	HD2_scaffold_11	1597425	1605128	+	7704	7874
random2899	HD2_scaffold_12	6438311	6444212	+	5902	5739
random2900	HD2_scaffold_11	2815634	2819989	+	4356	4156
random2901	HD2_scaffold_6	10105768	10110464	+	4697	4665
random2902	HD2_scaffold_1	22635967	22639801	+	3835	3813
random2903	HD2_scaffold_1	12480851	12485837	+	4987	4853
random2904	HD2_scaffold_8	3078629	3083824	+	5196	4920
random2905	HD2_scaffold_1	17035663	17043578	+	7916	7234
random2906	HD2_scaffold_4	6050690	6053846	+	3157	3074
random2907	HD2_scaffold_10	2574003	2578370	+	4368	4788
random2908	HD2_scaffold_1	6102368	6107716	+	5349	4928
random2909	HD2_scaffold_2	14194333	14204346	+	10014	9687
random2910	HD2_scaffold_5	8752515	8756222	+	3708	3687
random2911	HD2_scaffold_9	9199527	9204140	+	4614	4404
random2912	HD2_scaffold_6	9273261	9276970	+	3710	3758
random2913	HD2_scaffold_3	12480735	12485752	+	5018	5040
random2914	HD2_scaffold_6	1808192	1811855	+	3664	2748
random2915	HD2_scaffold_2	3887571	3891308	+	3738	3445
random2916	HD2_scaffold_3	7085306	7091092	+	5787	5765
random2917	HD2_scaffold_2	9112069	9117333	+	5265	5899
random2918	HD2_scaffold_1	27092701	27096809	+	4109	4031
random2919	HD2_scaffold_3	10581754	10585912	+	4159	3866
random2920	HD2_scaffold_4	15343722	15347899	+	4178	3435
random2921	HD2_scaffold_1	7996627	7999635	+	3009	2932
random2922	HD2_scaffold_4	3952962	3957792	+	4831	4600
random2923	HD2_scaffold_9	7591984	7596147	+	4164	3986
random2924	HD2_scaffold_2	10657792	10667464	+	9673	9542
random2925	HD2_scaffold_3	485197	489636	+	4440	4182
random2926	HD2_scaffold_3	13097647	13105599	+	7953	7138
random2927	HD2_scaffold_9	9353977	9356027	+	2051	2150
random2928	HD2_scaffold_8	119004	123217	+	4214	4862
random2929	HD2_scaffold_1	17877918	17883674	+	5757	3944
random2930	HD2_scaffold_8	1292581	1296074	+	3494	3268
random2931	HD2_scaffold_2	19347181	19365072	+	17892	17783
random2932	HD2_scaffold_2	8116129	8130899	+	14771	13034
random2933	HD2_scaffold_6	13968187	13972305	+	4119	4045
random2934	HD2_scaffold_3	682624	686625	+	4002	4343
random2935	HD2_scaffold_10	3488191	3492261	+	4071	3893
random2936	HD2_scaffold_2	16253070	16266782	+	13713	12213
random2937	HD2_scaffold_1	15835564	15840066	+	4503	4268
random2938	HD2_scaffold_2	19281895	19289960	+	8066	7369
random2939	HD2_scaffold_8	3981524	3995460	+	13937	13606
random2940	HD2_scaffold_6	10216369	10226829	+	10461	10091
random2941	HD2_scaffold_1	1843908	1845444	+	1537	1572
random2942	HD2_scaffold_1	26815115	26821978	+	6864	5857
random2943	HD2_scaffold_7	4408645	4416000	+	7356	6723
random2944	HD2_scaffold_1	25558782	25569107	+	10326	9121
random2945	HD2_scaffold_1	6418364	6426093	+	7730	7498
random2946	HD2_scaffold_8	3899100	3905018	+	5919	5685
random2947	HD2_scaffold_3	12745836	12750531	+	4696	4267
random2948	HD2_scaffold_7	3412509	3416630	+	4122	4214
random2949	HD2_scaffold_5	9281993	9285354	+	3362	3649
random2950	HD2_scaffold_11	67000	71456	+	4457	4509
random2951	HD2_scaffold_2	6165102	6169275	+	4174	4089
random2952	HD2_scaffold_11	2791970	2798476	+	6507	5160
random2953	HD2_scaffold_6	9977479	9986668	+	9190	9142
random2954	HD2_scaffold_1	8674313	8682016	+	7704	7158
random2955	HD2_scaffold_1	22774535	22780436	+	5902	5293
random2956	HD2_scaffold_7	6015521	6019876	+	4356	4152
random2957	HD2_scaffold_44	44002	48698	+	4697	12310
random2958	HD2_scaffold_6	574744	578578	+	3835	1814
random2959	HD2_scaffold_7	12290494	12295480	+	4987	5529
random2960	HD2_scaffold_6	8477926	8483121	+	5196	5263
random2961	HD2_scaffold_1	6842196	6850111	+	7916	7403
random2962	HD2_scaffold_3	15806347	15809503	+	3157	3474
random2963	HD2_scaffold_6	11144279	11148646	+	4368	4546
random2964	HD2_scaffold_6	5874425	5879773	+	5349	5258
random2965	HD2_scaffold_11	1142890	1152903	+	10014	8773
random2966	HD2_scaffold_1	21132398	21136105	+	3708	3642
random2967	HD2_scaffold_4	6330765	6335378	+	4614	4454
random2968	HD2_scaffold_10	3696006	3699715	+	3710	3531
random2969	HD2_scaffold_1	16822715	16827732	+	5018	4528
random2970	HD2_scaffold_5	9853916	9857579	+	3664	3666
random2971	HD2_scaffold_7	1203838	1207575	+	3738	3385
random2972	HD2_scaffold_4	15744167	15749953	+	5787	5917
random2973	HD2_scaffold_2	683828	689092	+	5265	3927
random2974	HD2_scaffold_11	4083978	4088086	+	4109	3819
random2975	HD2_scaffold_4	8899332	8903490	+	4159	4138
random2976	HD2_scaffold_1	25681754	25685931	+	4178	3326
random2977	HD2_scaffold_10	4199652	4202660	+	3009	3135
random2978	HD2_scaffold_4	10084675	10089505	+	4831	4653
random2979	HD2_scaffold_3	464415	468578	+	4164	4221
random2980	HD2_scaffold_7	3443202	3452874	+	9673	9209
random2981	HD2_scaffold_1	26083115	26087554	+	4440	5817
random2982	HD2_scaffold_1	15980900	15988852	+	7953	7268
random2983	HD2_scaffold_1	26659622	26661672	+	2051	2174
random2984	HD2_scaffold_41	19479	23692	+	4214	4706
random2985	HD2_scaffold_4	5650651	5656407	+	5757	5197
random2986	HD2_scaffold_12	2137218	2140711	+	3494	3333
random2987	HD2_scaffold_10	3227907	3245798	+	17892	16440
random2988	HD2_scaffold_4	13437653	13452423	+	14771	13993
random2989	HD2_scaffold_8	5973563	5977681	+	4119	3728
random2990	HD2_scaffold_2	15868594	15872595	+	4002	3982
random2991	HD2_scaffold_7	746936	751006	+	4071	3680
random2992	HD2_scaffold_5	11983986	11997698	+	13713	12794
random2993	HD2_scaffold_12	17353	21855	+	4503	2889
random2994	HD2_scaffold_1	28375559	28383624	+	8066	7110
random2995	HD2_scaffold_1	5342931	5356867	+	13937	13412
random2996	HD2_scaffold_5	10922919	10933379	+	10461	9688
random2997	HD2_scaffold_4	13216681	13218217	+	1537	1620
random2998	HD2_scaffold_7	6150729	6157592	+	6864	6604
random2999	HD2_scaffold_2	10403149	10410504	+	7356	6317
random3000	HD2_scaffold_1	13392039	13402364	+	10326	11995
random3001	HD2_scaffold_2	11733179	11740908	+	7730	7639
random3002	HD2_scaffold_1	6132668	6138586	+	5919	5380
random3003	HD2_scaffold_1	6121970	6126665	+	4696	4297
random3004	HD2_scaffold_1	16902199	16906320	+	4122	4134
random3005	HD2_scaffold_12	4060156	4063517	+	3362	3192
random3006	HD2_scaffold_3	18561797	18566253	+	4457	3273
random3007	HD2_scaffold_1	18286517	18290690	+	4174	3755
random3008	HD2_scaffold_1	26115439	26121945	+	6507	6691
random3009	HD2_scaffold_3	14869738	14878927	+	9190	9164
random3010	HD2_scaffold_10	3626843	3634546	+	7704	8333
random3011	HD2_scaffold_5	10869888	10875789	+	5902	5480
random3012	HD2_scaffold_4	10882790	10887145	+	4356	4352
random3013	HD2_scaffold_3	1834391	1839087	+	4697	4593
random3014	HD2_scaffold_6	8777030	8780864	+	3835	3804
random3015	HD2_scaffold_3	2150137	2155123	+	4987	6866
random3016	HD2_scaffold_3	15930226	15935421	+	5196	5290
random3017	HD2_scaffold_10	6847253	6855168	+	7916	7157
random3018	HD2_scaffold_11	5212753	5215909	+	3157	1829
random3019	HD2_scaffold_2	15990068	15994435	+	4368	4196
random3020	HD2_scaffold_12	136199	141547	+	5349	5174
random3021	HD2_scaffold_5	9806686	9816699	+	10014	9776
random3022	HD2_scaffold_10	7499734	7503441	+	3708	3704
random3023	HD2_scaffold_6	5438263	5442876	+	4614	4507
random3024	HD2_scaffold_7	4194889	4198598	+	3710	3564
random3025	HD2_scaffold_5	2384161	2389178	+	5018	4747
random3026	HD2_scaffold_6	10877385	10881048	+	3664	3669
random3027	HD2_scaffold_4	2463025	2466762	+	3738	3476
random3028	HD2_scaffold_9	3293823	3299609	+	5787	5579
random3029	HD2_scaffold_1	21134013	21139277	+	5265	5254
random3030	HD2_scaffold_4	14496590	14500698	+	4109	3299
random3031	HD2_scaffold_9	9321916	9326074	+	4159	3875
random3032	HD2_scaffold_1	25012563	25016740	+	4178	3580
random3033	HD2_scaffold_5	7941469	7944477	+	3009	3000
random3034	HD2_scaffold_5	13453096	13457926	+	4831	4680
random3035	HD2_scaffold_11	1537274	1541437	+	4164	3509
random3036	HD2_scaffold_6	2707960	2717632	+	9673	8667
random3037	HD2_scaffold_4	5066659	5071098	+	4440	4135
random3038	HD2_scaffold_11	7085665	7093617	+	7953	5391
random3039	HD2_scaffold_8	1043350	1045400	+	2051	2067
random3040	HD2_scaffold_11	393380	397593	+	4214	4006
random3041	HD2_scaffold_3	5724582	5730338	+	5757	5802
random3042	HD2_scaffold_1	14865265	14868758	+	3494	3374
random3043	HD2_scaffold_3	6746923	6764814	+	17892	17062
random3044	HD2_scaffold_6	12670796	12685566	+	14771	14337
random3045	HD2_scaffold_1	23999894	24004012	+	4119	3985
random3046	HD2_scaffold_10	5251973	5255974	+	4002	3945
random3047	HD2_scaffold_5	5484872	5488942	+	4071	3882
random3048	HD2_scaffold_150	14001	27713	+	13713	14290
random3049	HD2_scaffold_19	53276	57778	+	4503	6901
random3050	HD2_scaffold_8	11138499	11146564	+	8066	7160
random3051	HD2_scaffold_5	14148307	14162243	+	13937	11791
random3052	HD2_scaffold_1	14264580	14275040	+	10461	9593
random3053	HD2_scaffold_5	10850836	10852372	+	1537	1676
random3054	HD2_scaffold_4	13618387	13625250	+	6864	6717
random3055	HD2_scaffold_2	8913604	8920959	+	7356	6944
random3056	HD2_scaffold_3	9671269	9681594	+	10326	9165
random3057	HD2_scaffold_3	714704	722433	+	7730	7665
random3058	HD2_scaffold_10	7905631	7911549	+	5919	5911
random3059	HD2_scaffold_6	12162577	12167272	+	4696	4759
random3060	HD2_scaffold_10	4209276	4213397	+	4122	4004
random3061	HD2_scaffold_2	9844913	9848274	+	3362	3407
random3062	HD2_scaffold_5	5718602	5723058	+	4457	4550
random3063	HD2_scaffold_20	70975	75148	+	4174	4764
random3064	HD2_scaffold_2	12380152	12386658	+	6507	6278
random3065	HD2_scaffold_3	6999816	7009005	+	9190	8774
random3066	HD2_scaffold_1	25243428	25251131	+	7704	5257
random3067	HD2_scaffold_2	12337859	12343760	+	5902	5789
random3068	HD2_scaffold_3	7306868	7311223	+	4356	4305
random3069	HD2_scaffold_3	665998	670694	+	4697	4345
random3070	HD2_scaffold_1	6348884	6352718	+	3835	4067
random3071	HD2_scaffold_3	9076474	9081460	+	4987	4462
random3072	HD2_scaffold_5	10160170	10165365	+	5196	4806
random3073	HD2_scaffold_11	6491041	6498956	+	7916	7284
random3074	HD2_scaffold_9	755180	758336	+	3157	2952
random3075	HD2_scaffold_1	20141721	20146088	+	4368	4490
random3076	HD2_scaffold_3	1506133	1511481	+	5349	5179
random3077	HD2_scaffold_4	11853098	11863111	+	10014	9228
random3078	HD2_scaffold_8	2186532	2190239	+	3708	3771
random3079	HD2_scaffold_5	5846250	5850863	+	4614	4304
random3080	HD2_scaffold_2	9411997	9415706	+	3710	3161
random3081	HD2_scaffold_7	376469	381486	+	5018	4619
